net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marijkelaan,7468AW,7468AW,ENTER,19,100.0,100.0,100,G4,1485,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marijkelaan,7468AX,7468AX,ENTER,19,100.0,100.0,100,G4,1588,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marijkelaan,7468AZ,7468AZ,ENTER,18,100.0,100.0,100,G4,1553,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dr J V v Zantenstr,7468BA,7468BA,ENTER,12,100.0,100.0,100,G4,1544,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dr J V v Zantenstr,7468BB,7468BB,ENTER,19,100.0,100.0,100,G4,1506,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Beatrixlaan,7468BC,7468BC,ENTER,13,100.0,100.0,100,G4,1715,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Prins Bernhardlaan,7468BD,7468BD,ENTER,18,100.0,100.0,100,G4,1396,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Prins Bernhardlaan,7468BE,7468BE,ENTER,15,100.0,100.0,100,G4,1747,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Putman Cramerstraat,7468BG,7468BG,ENTER,16,100.0,100.0,100,G4,1529,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Putman Cramerstraat,7468BH,7468BH,ENTER,13,100.0,100.0,100,G4,1711,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Putman Cramerstraat,7468BJ,7468BK,ENTER,18,100.0,100.0,100,G4,1688,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hambergerweg,7468BL,7468BM,ENTER,18,100.0,88.89,78,G4,2192,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marcus Samuelstraat,7468BN,7468BN,ENTER,13,100.0,100.0,69,G4,3235,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marcus Samuelstraat,7468BP,7468BP,ENTER,23,100.0,100.0,100,G4,1865,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zwiksweg,7468BR,7468BR,ENTER,33,100.0,100.0,97,G4,1996,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Julianastraat,7468BS,7468BS,ENTER,15,100.0,100.0,100,G4,1719,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Julianastraat,7468BT,7468BT,ENTER,11,100.0,100.0,100,G4,1796,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Julianastraat,7468BV,7468BV,ENTER,15,100.0,100.0,100,G4,1332,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Julianastraat,7468BW,7468BW,ENTER,12,100.0,100.0,100,G4,2078,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Het Reggedal,7468BX,7468BX,ENTER,12,100.0,100.0,83,G4,2729,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Weitakkersweg,7468BZ,7468CB,ENTER,46,100.0,100.0,98,G4,1678,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CC,7468CC,ENTER,19,100.0,100.0,84,G4,2118,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CD,7468CD,ENTER,10,100.0,100.0,90,G4,1761,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CE,7468CE,ENTER,11,100.0,100.0,73,G4,2613,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CG,7468CG,ENTER,15,100.0,86.67,67,G4,2712,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CH,7468CH,ENTER,23,100.0,82.61,91,G4,1855,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CJ,7468CJ,ENTER,22,100.0,100.0,68,G4,3260,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CK,7468CK,ENTER,21,100.0,100.0,90,G4,1684,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CL,7468CL,ENTER,14,100.0,100.0,86,G4,3176,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CM,7468CM,ENTER,13,100.0,100.0,62,G4,2362,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CN,7468CN,ENTER,12,100.0,100.0,58,G4,5129,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CP,7468CR,ENTER,44,100.0,93.18,91,G4,1405,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Dorpsstraat,7468CS,7468CT,ENTER,19,100.0,100.0,74,G4,2711,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oude Deldenseweg,7468CV,7468CV,ENTER,25,100.0,100.0,84,G4,2089,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zuiderstraat,7468CW,7468CW,ENTER,26,100.0,96.15,92,G4,2035,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zuiderstraat,7468CX,7468CX,ENTER,20,100.0,100.0,95,G4,2333,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Brinkstraat,7468CZ,7468CZ,ENTER,31,100.0,100.0,81,G4,2219,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Daalakkers,7468DA,7468DA,ENTER,21,100.0,95.24,90,G4,1684,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Daalakkers,7468DB,7468DB,ENTER,19,100.0,100.0,100,G4,1943,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vonderweg,7468DC,7468DC,ENTER,50,100.0,94.0,40,G4,5594,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Doktershof,7468DD,7468DD,ENTER,24,100.0,100.0,100,G4,866,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Akkers,7468DE,7468DE,ENTER,33,100.0,100.0,100,G4,1443,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Akkers,7468DG,7468DG,ENTER,26,100.0,100.0,100,G4,1358,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Akkers,7468DH,7468DH,ENTER,19,100.0,84.21,100,G4,1423,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Veldegge,7468DJ,7468DJ,ENTER,31,100.0,83.87,74,G4,1693,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),de Bleek,7468DK,7468EA,ENTER,17,100.0,82.35,47,G4,3298,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoor Heimerikxstraat,7468EB,7468EC,ENTER,27,100.0,96.3,96,G4,1862,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Van Uitertstraat,7468ED,7468ED,ENTER,18,100.0,100.0,100,G4,1821,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Van Uitertstraat,7468EE,7468EE,ENTER,11,100.0,100.0,100,G4,1513,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Parlevlietstraat,7468EG,7468EH,ENTER,30,100.0,100.0,93,G4,1989,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468EJ,7468EJ,ENTER,33,100.0,100.0,91,G4,2492,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468EK,7468EK,ENTER,16,100.0,100.0,63,G4,2271,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468EL,7468EL,ENTER,20,100.0,100.0,100,G4,1823,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468EM,7468EM,ENTER,12,100.0,100.0,100,G4,1859,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468EN,7468EN,ENTER,19,100.0,100.0,100,G4,1774,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468EP,7468EP,ENTER,10,100.0,100.0,100,G4,1977,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Reggestraat,7468ER,7468ES,ENTER,18,100.0,100.0,89,G4,1563,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Horstinksteeg,7468ET,7468ET,ENTER,12,100.0,100.0,100,G4,1494,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Horstinksteeg,7468EV,7468EW,ENTER,26,100.0,100.0,100,G4,1479,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gaardenweg,7468EX,7468EX,ENTER,19,100.0,100.0,100,G4,1416,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Lage Dijk,7468EZ,7468EZ,ENTER,13,100.0,100.0,100,G4,2300,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Sportlaan,7468GA,7468GA,ENTER,14,100.0,100.0,93,G4,3368,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Sportlaan,7468GB,7468GB,ENTER,10,100.0,100.0,100,G4,2457,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oude Pastoriestraat,7468GC,7468GD,ENTER,28,100.0,100.0,89,G4,2073,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Schippersstraat,7468GE,7468GG,ENTER,31,100.0,96.77,90,G4,1893,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marcellistraat,7468GH,7468GH,ENTER,12,100.0,100.0,100,G4,1266,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Roetershof,7468GJ,7468GJ,ENTER,10,100.0,100.0,90,G4,1499,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Roetershof,7468GK,7468GK,ENTER,17,100.0,100.0,100,G4,1219,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Antoniushof,7468GL,7468GL,ENTER,18,100.0,100.0,100,G4,733,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Antoniushof,7468GM,7468GM,ENTER,20,100.0,100.0,100,G4,736,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Meestershof,7468GN,7468GN,ENTER,11,100.0,100.0,100,G4,1563,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Muldershof,7468GP,7468GP,ENTER,26,100.0,100.0,96,G4,1417,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Muldershof,7468GR,7468GR,ENTER,16,100.0,100.0,94,G4,1810,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HA,7468HA,ENTER,11,100.0,100.0,45,G4,2783,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HB,7468HB,ENTER,18,100.0,100.0,100,G4,1484,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HC,7468HC,ENTER,14,100.0,100.0,79,G4,1631,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HD,7468HD,ENTER,12,100.0,100.0,100,G4,1525,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HE,7468HE,ENTER,10,100.0,100.0,80,G4,1748,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HG,7468HG,ENTER,13,100.0,100.0,69,G6,2613,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HH,7468HH,ENTER,24,100.0,100.0,88,G4,2179,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HJ,7468HJ,ENTER,22,100.0,100.0,100,G4,1395,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Groengronden,7468HK,7468HK,ENTER,21,100.0,100.0,90,G4,1400,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Groengronden,7468HL,7468HL,ENTER,11,100.0,100.0,91,G4,1648,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Voormors,7468HM,7468JA,ENTER,21,100.0,100.0,100,G4,1369,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Oldenhof,7468JB,7468JB,ENTER,19,100.0,100.0,100,G4,1706,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Oldenhof,7468JC,7468JC,ENTER,20,100.0,100.0,100,G4,1007,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Oldenhof,7468JD,7468JD,ENTER,23,100.0,100.0,100,G4,1533,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Effinck,7468JE,7468JG,ENTER,24,100.0,100.0,88,G4,1881,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Weterinck,7468JH,7468JH,ENTER,13,100.0,100.0,100,G4,1209,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Smedinck,7468JJ,7468JJ,ENTER,19,100.0,100.0,100,G4,1541,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Smedinck,7468JK,7468JK,ENTER,35,100.0,97.14,100,G4,1604,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Borgerinck,7468JL,7468JL,ENTER,11,100.0,100.0,100,G4,2084,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Borgerinck,7468JM,7468JM,ENTER,13,100.0,100.0,100,G4,1872,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Roerinck,7468JN,7468JN,ENTER,45,100.0,100.0,100,G4,1535,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve de Plecht,7468JP,7468JP,ENTER,21,100.0,100.0,100,G4,1973,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Hobbelinck,7468JR,7468JR,ENTER,15,100.0,100.0,100,G4,1836,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Smedinck,7468JS,7468JS,ENTER,22,100.0,100.0,100,G4,1856,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Hofstee,7468JT,7468JT,ENTER,25,100.0,100.0,100,G4,2106,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Erve Hagemans,7468JV,7468JV,ENTER,14,100.0,100.0,100,G4,1616,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Leemhorst,7468KB,7468KC,ENTER,18,100.0,100.0,100,G4,1386,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Berghorst,7468KD,7468KD,ENTER,26,100.0,96.15,100,G4,1231,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zandhorst,7468KE,7468KG,ENTER,16,100.0,100.0,100,G4,1044,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zuiderveldsweg,7468MA,7468MA,ENTER,23,100.0,100.0,87,G4,3248,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Rondweg,7468MB,7468MB,ENTER,15,100.0,100.0,100,G4,2635,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Rondweg,7468MC,7468MC,ENTER,13,100.0,92.31,92,G4,3438,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Rondweg,7468MD,7468MD,ENTER,25,100.0,96.0,80,G4,2564,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Heidebloemweg,7468ME,7468ME,ENTER,16,100.0,100.0,88,G4,2626,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Trelliesweg,7468MG,7468MN,ENTER,41,100.0,97.56,83,G4,2503,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Middenplein,7468NA,7468NA,ENTER,27,100.0,96.3,100,G4,1417,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Jagersweg,7468PG,7468PG,ENTER,23,100.0,100.0,87,G4,3753,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Boltensweg,7468PK,7468PP,ENTER,26,100.0,96.15,92,G4,4407,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Boomkampsweg,7468PR,7468PS,ENTER,17,100.0,100.0,94,G4,1949,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Witmoesdijk,7468PT,7468PT,ENTER,16,100.0,100.0,94,G4,2421,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Eversdijk,7468PV,7468PV,ENTER,158,100.0,99.37,99,G4,1254,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Leijerweerdsdijk,7468PW,7468PX,ENTER,25,100.0,100.0,100,G4,2617,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wierdenseweg,7468PZ,7468PZ,ENTER,18,100.0,100.0,72,G4,2463,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ypeloweg,7468RA,7468RA,ENTER,29,100.0,96.55,59,G4,3474,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ypeloweg,7468RB,7468RB,ENTER,19,100.0,100.0,89,G4,2678,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Keizersweg,7468RC,7468RC,ENTER,11,100.0,100.0,64,G4,3000,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Broezeweg,7468RD,7468RM,ENTER,54,100.0,100.0,76,G4,3461,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Velnersweg,7468RN,7468RP,ENTER,19,100.0,100.0,84,G4,2349,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ganzenweg,7468RR,7468RT,ENTER,18,100.0,77.78,72,G4,6517,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wolvesweg,7468RV,7468RZ,ENTER,25,100.0,100.0,56,G4,3903,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kremersweg,7468SB,7468SB,ENTER,10,100.0,100.0,50,G4,1872,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Stokreefsweg,7468SC,7468SC,ENTER,14,100.0,100.0,86,G4,2931,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bullenaarsweg,7468SE,7468SE,ENTER,14,100.0,100.0,79,G4,2322,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Poolweg,7468SG,7468SH,ENTER,25,100.0,100.0,92,G4,3847,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Goorseweg,7468SJ,7468SJ,ENTER,26,100.0,92.31,77,G4,2833,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hoeselderdijk,7468SK,7471AA,ENTER,28,100.0,100.0,86,G4,2169,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Stoevelaar,7471AB,7471AB,GOOR,37,100.0,100.0,100,G4,1132,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Stoevelaar,7471AC,7471AC,GOOR,16,100.0,100.0,100,G4,1453,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Stoevelaar,7471AD,7471AE,GOOR,25,100.0,84.0,56,G4,3251,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kerkstraat,7471AG,7471AG,GOOR,14,100.0,100.0,100,G4,1987,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kerkstraat,7471AH,7471AH,GOOR,22,100.0,95.45,86,G4,1878,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kerkstraat,7471AJ,7471AJ,GOOR,11,100.0,100.0,91,G4,2019,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kerkstraat,7471AK,7471AK,GOOR,22,100.0,86.36,86,G4,2523,0.0,0.0
