net_manager,purchase_area,street,zipcode_from,zipcode_to,city,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc,num_connections
westland-infra,871718518003006694,HOFZICHT,2291CP,2291CP,WATERINGEN,100.0,100.0,100,100,G4,2309,0.0,0,17
westland-infra,871718518003006694,HOFWIJK,2291CR,2291CR,WATERINGEN,100.0,100.0,100,100,G4,1758,0.0,0,13
westland-infra,871718518003006694,HOFWIJK,2291CS,2291CS,WATERINGEN,100.0,100.0,100,100,G4,1764,0.0,0,14
westland-infra,871718518003006694,HOFPARK,2291CT,2291CZ,WATERINGEN,100.0,100.0,100,95,G4,1223,0.0,0,44
westland-infra,871718518003006694,PLEINWAND,2291DB,2291DB,WATERINGEN,100.0,100.0,100,97,G4,2241,0.0,0,29
westland-infra,871718518003006694,BAKKERSHOF,2291DD,2291DD,WATERINGEN,100.0,100.0,100,100,G4,773,0.0,0,32
westland-infra,871718518003006694,BAKKERSHOF,2291DE,2291DE,WATERINGEN,100.0,100.0,100,100,G4,740,0.0,0,35
westland-infra,871718518003006694,AMBACHTSHOF,2291DX,2291DX,WATERINGEN,100.0,100.0,100,89,G4,2100,0.0,0,27
westland-infra,871718518003006694,AMBACHTSHOF,2291DZ,2291EA,WATERINGEN,100.0,100.0,100,89,G4,1968,0.0,0,18
westland-infra,871718518003006694,NOORDWEG,2291EB,2291EE,WATERINGEN,100.0,100.0,100,64,G4,3238,0.0,0,14
westland-infra,871718518003006694,POORTWEIDE,2291EH,2291EH,WATERINGEN,100.0,100.0,100,100,G4,1034,0.0,0,29
westland-infra,871718518003006694,POORTWEIDE,2291EJ,2291EJ,WATERINGEN,100.0,100.0,100,100,G4,1026,0.0,0,37
westland-infra,871718518003006694,ERASMUSWEG,2291EK,2291EN,WATERINGEN,100.0,100.0,100,90,G4,1809,0.0,0,29
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2291EP,2291EP,WATERINGEN,100.0,100.0,100,96,G4,1716,0.0,0,24
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2291ER,2291ER,WATERINGEN,100.0,100.0,100,96,G4,1592,0.0,0,23
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2291ES,2291ES,WATERINGEN,100.0,100.0,100,94,G4,1844,0.0,0,16
westland-infra,871718518003006694,PRINS BERNHARDSTRAAT,2291ET,2291ET,WATERINGEN,100.0,100.0,100,93,G4,2037,0.0,0,15
westland-infra,871718518003006694,AMBACHTSWEG,2291EV,2291EV,WATERINGEN,100.0,100.0,100,93,G4,3723,0.0,0,15
westland-infra,871718518003006694,AMBACHTSWEG,2291EW,2291EW,WATERINGEN,100.0,100.0,100,70,G4,2627,0.0,0,10
westland-infra,871718518003006694,AMBACHTSWEG,2291EX,2291EX,WATERINGEN,100.0,100.0,100,83,G4,2265,0.0,0,24
westland-infra,871718518003006694,AMBACHTSWEG,2291EZ,2291EZ,WATERINGEN,100.0,100.0,100,69,G4,2665,0.0,0,29
westland-infra,871718518003006694,POELDIJKSEWEG,2291GA,2291GA,WATERINGEN,100.0,100.0,100,67,G4,3579,0.0,0,15
westland-infra,871718518003006694,POELDIJKSEWEG,2291GB,2291GE,WATERINGEN,100.0,100.0,100,79,G4,2969,0.0,0,28
westland-infra,871718518003006694,MARKUSLAAN,2291GG,2291GG,WATERINGEN,100.0,100.0,100,85,G4,2230,0.0,0,13
westland-infra,871718518003006694,BLAUWE AKELEI,2291GH,2291GH,WATERINGEN,100.0,100.0,100,100,G4,3238,0.0,0,10
westland-infra,871718518003006694,ROZEMARIJN,2291GJ,2291GJ,WATERINGEN,100.0,100.0,100,96,G4,2718,0.0,0,23
westland-infra,871718518003006694,ROZEMARIJN,2291GK,2291GK,WATERINGEN,100.0,100.0,100,100,G4,1382,0.0,0,19
westland-infra,871718518003006694,ROZEMARIJN,2291GL,2291GL,WATERINGEN,100.0,100.0,100,100,G4,1172,0.0,0,15
westland-infra,871718518003006694,ROZEMARIJN,2291GM,2291GM,WATERINGEN,100.0,100.0,100,100,G4,1925,0.0,0,15
westland-infra,871718518003006694,ROZEMARIJN,2291GN,2291GN,WATERINGEN,100.0,100.0,100,100,G4,1928,0.0,0,22
westland-infra,871718518003006694,ROZEMARIJN,2291GP,2291GR,WATERINGEN,100.0,100.0,100,96,G4,2186,0.0,0,28
westland-infra,871718518003006694,DE MEIBLOEM,2291GS,2291GS,WATERINGEN,100.0,100.0,100,94,G4,2081,0.0,0,18
westland-infra,871718518003006694,DE MEIBLOEM,2291GT,2291GT,WATERINGEN,100.0,100.0,100,100,G4,1877,0.0,0,19
westland-infra,871718518003006694,DE HOORNBLOEM,2291GV,2291GV,WATERINGEN,100.0,100.0,100,100,G4,1884,0.0,0,13
westland-infra,871718518003006694,GELE MEERBLOEM,2291GW,2291GW,WATERINGEN,100.0,100.0,100,100,G4,1732,0.0,0,22
westland-infra,871718518003006694,GELE MEERBLOEM,2291GX,2291GX,WATERINGEN,100.0,100.0,100,100,G4,1896,0.0,0,18
westland-infra,871718518003006694,WILLIGE RIJZEN,2291GZ,2291HM,WATERINGEN,100.0,100.0,100,90,G4,2511,0.0,0,62
westland-infra,871718518003006694,DORPSKADE,2291HN,2291HS,WATERINGEN,100.0,100.0,100,80,G4,3368,0.0,0,44
westland-infra,871718518003006694,DORPSKADE,2291HT,2291JA,WATERINGEN,100.0,100.0,100,90,G4,2509,0.0,0,39
westland-infra,871718518003006694,DE FRANKENTHALER,2291JB,2291JB,WATERINGEN,100.0,100.0,100,100,G4,1411,0.0,0,15
westland-infra,871718518003006694,DE FRANKENTHALER,2291JC,2291JC,WATERINGEN,100.0,100.0,100,100,G4,1655,0.0,0,16
westland-infra,871718518003006694,DE FRANKENTHALER,2291JD,2291JD,WATERINGEN,100.0,100.0,100,100,G4,1769,0.0,0,11
westland-infra,871718518003006694,DE FRANKENTHALER,2291JE,2291JE,WATERINGEN,100.0,100.0,100,92,G4,1871,0.0,0,12
westland-infra,871718518003006694,DE MUSCAAT,2291JG,2291JG,WATERINGEN,100.0,100.0,100,100,G4,1570,0.0,0,14
westland-infra,871718518003006694,DE MUSCAAT,2291JH,2291JH,WATERINGEN,100.0,100.0,100,100,G4,1695,0.0,0,17
westland-infra,871718518003006694,DE MUSCAAT,2291JJ,2291JJ,WATERINGEN,100.0,100.0,100,100,G4,1477,0.0,0,13
westland-infra,871718518003006694,DE COLMAN,2291JK,2291JK,WATERINGEN,100.0,100.0,100,100,G4,1700,0.0,0,16
westland-infra,871718518003006694,DE COLMAN,2291JL,2291JL,WATERINGEN,100.0,100.0,100,100,G4,1629,0.0,0,13
westland-infra,871718518003006694,DE COLMAN,2291JM,2291JM,WATERINGEN,100.0,100.0,100,100,G4,1721,0.0,0,16
westland-infra,871718518003006694,DE COLMAN,2291JN,2291JN,WATERINGEN,100.0,100.0,100,100,G4,1575,0.0,0,21
westland-infra,871718518003006694,DE COLMAN,2291JP,2291JP,WATERINGEN,100.0,100.0,100,100,G4,1477,0.0,0,16
westland-infra,871718518003006694,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,100.0,100.0,100,94,G4,1530,0.0,0,18
westland-infra,871718518003006694,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,100.0,100.0,100,92,G4,1795,0.0,0,12
westland-infra,871718518003006694,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,100.0,100.0,100,94,G4,1568,0.0,0,18
westland-infra,871718518003006694,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,100.0,100.0,100,90,G4,2183,0.0,0,10
westland-infra,871718518003006694,DE MAROC,2291JW,2291JW,WATERINGEN,100.0,100.0,100,93,G4,1656,0.0,0,14
westland-infra,871718518003006694,DE MAROC,2291JX,2291JX,WATERINGEN,100.0,100.0,100,100,G4,1646,0.0,0,17
westland-infra,871718518003006694,DE MAROC,2291JZ,2291JZ,WATERINGEN,100.0,100.0,100,100,G4,1682,0.0,0,11
westland-infra,871718518003006694,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,100.0,100.0,100,100,G4,30,0.0,0,24
westland-infra,871718518003006694,BINNENROEDE,2291KB,2291KB,WATERINGEN,100.0,100.0,100,100,G4,1536,0.0,0,14
westland-infra,871718518003006694,BUITENROEDE,2291KC,2291KD,WATERINGEN,100.0,100.0,100,100,G4,1379,0.0,0,16
westland-infra,871718518003006694,WIEK,2291KE,2291KE,WATERINGEN,100.0,100.0,100,100,G4,2037,0.0,0,10
westland-infra,871718518003006694,WIEK,2291KG,2291KJ,WATERINGEN,100.0,100.0,100,100,G4,1414,0.0,0,27
westland-infra,871718518003006694,WINDMOLEN,2291KK,2291KR,WATERINGEN,100.0,100.0,100,98,G4,1521,0.0,0,43
westland-infra,871718518003006694,WINDMOLEN,2291KS,2291KS,WATERINGEN,100.0,100.0,100,91,G4,959,0.0,0,34
westland-infra,871718518003006694,WINDMOLEN,2291KT,2291KT,WATERINGEN,100.0,100.0,100,91,G4,1254,0.0,0,22
westland-infra,871718518003006694,WINDMOLEN,2291KV,2291KV,WATERINGEN,100.0,100.0,100,100,G4,1441,0.0,0,16
westland-infra,871718518003006694,WINDMOLEN,2291KW,2291KW,WATERINGEN,100.0,100.0,100,100,G4,1440,0.0,0,11
westland-infra,871718518003006694,WINDMOLEN,2291KX,2291KX,WATERINGEN,100.0,100.0,100,100,G4,1252,0.0,0,14
westland-infra,871718518003006694,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,100.0,100.0,100,100,G4,823,0.0,0,22
westland-infra,871718518003006694,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,100.0,100.0,100,100,G4,1180,0.0,0,10
westland-infra,871718518003006694,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,100.0,100.0,100,94,G4,1258,0.0,0,17
westland-infra,871718518003006694,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,100.0,100.0,100,88,G4,3104,0.0,0,17
westland-infra,871718518003006694,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,100.0,100.0,100,97,G4,1260,0.0,0,34
westland-infra,871718518003006694,SPANTRING,2291LH,2291LH,WATERINGEN,100.0,100.0,100,100,G4,1199,0.0,0,14
westland-infra,871718518003006694,SPANTRING,2291LJ,2291LJ,WATERINGEN,100.0,100.0,100,95,G4,1114,0.0,0,19
westland-infra,871718518003006694,KANTSTIJL,2291LK,2291LK,WATERINGEN,100.0,100.0,100,100,G4,943,0.0,0,41
westland-infra,871718518003006694,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,100.0,100.0,100,100,G4,934,0.0,0,27
westland-infra,871718518003006694,KONINGSSPIL,2291MA,2291MA,WATERINGEN,100.0,100.0,100,85,G4,1660,0.0,0,13
westland-infra,871718518003006694,KONINGSSPIL,2291MB,2291MB,WATERINGEN,100.0,100.0,100,92,G4,1704,0.0,0,26
westland-infra,871718518003006694,KORBEEL,2291MC,2291MC,WATERINGEN,100.0,100.0,100,100,G4,1441,0.0,0,20
westland-infra,871718518003006694,KAAPSTANDER,2291MD,2291MD,WATERINGEN,100.0,100.0,100,100,G4,1217,0.0,0,20
westland-infra,871718518003006694,KRUISBALK,2291ME,2291ME,WATERINGEN,100.0,100.0,100,100,G4,1388,0.0,0,18
westland-infra,871718518003006694,BOOG,2291MG,2291MG,WATERINGEN,100.0,100.0,100,100,G4,1198,0.0,0,14
westland-infra,871718518003006694,SCHEG,2291MH,2291MH,WATERINGEN,100.0,100.0,100,100,G4,1101,0.0,0,14
westland-infra,871718518003006694,KRUILIER,2291MJ,2291MJ,WATERINGEN,100.0,100.0,100,100,G4,1117,0.0,0,16
westland-infra,871718518003006694,KRUILIER,2291MK,2291MK,WATERINGEN,100.0,100.0,100,94,G4,1692,0.0,0,18
westland-infra,871718518003006694,PENBALK,2291ML,2291MN,WATERINGEN,100.0,100.0,100,100,G4,1637,0.0,0,20
westland-infra,871718518003006694,MOERBALK,2291MP,2291MP,WATERINGEN,100.0,100.0,100,92,G4,1779,0.0,0,12
westland-infra,871718518003006694,BONTELRAD,2291MR,2291MS,WATERINGEN,100.0,100.0,100,100,G4,1373,0.0,0,24
westland-infra,871718518003006694,TEMPELBALK,2291MT,2291MV,WATERINGEN,100.0,100.0,100,100,G4,1359,0.0,0,18
westland-infra,871718518003006694,ZWARTVEEN,2291NB,2291ND,WATERINGEN,100.0,100.0,100,83,G4,1621,0.0,0,48
westland-infra,871718518003006694,LAAGVEEN,2291NE,2291NG,WATERINGEN,100.0,100.0,100,97,G4,1334,0.0,0,31
westland-infra,871718518003006694,HOOGVEEN,2291NH,2291NJ,WATERINGEN,100.0,100.0,100,100,G4,1271,0.0,0,34
westland-infra,871718518003006694,MOSVEEN,2291NK,2291NK,WATERINGEN,100.0,100.0,100,100,G4,977,0.0,0,38
westland-infra,871718518003006694,MOSVEEN,2291NL,2291NL,WATERINGEN,100.0,100.0,100,100,G4,1074,0.0,0,11
westland-infra,871718518003006694,RANDVEEN,2291NM,2291NM,WATERINGEN,100.0,100.0,100,100,G4,1465,0.0,0,28
westland-infra,871718518003006694,WOUDVEEN,2291NN,2291NN,WATERINGEN,100.0,100.0,100,100,G4,1964,0.0,0,10
westland-infra,871718518003006694,MOLENWEER,2291NP,2291NP,WATERINGEN,100.0,100.0,100,100,G4,794,0.0,0,33
westland-infra,871718518003006694,MOLENWEER,2291NR,2291NR,WATERINGEN,100.0,100.0,100,44,G4,4654,0.0,0,18
westland-infra,871718518003006694,VEENLAND,2291NS,2291NT,WATERINGEN,100.0,100.0,100,75,G4,3027,0.0,0,16
westland-infra,871718518003006694,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,100.0,100.0,100,74,G4,2551,0.0,0,31
westland-infra,871718518003006694,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,100.0,100.0,100,88,G4,1883,0.0,0,24
westland-infra,871718518003006694,SCHIPLUIDENSEWEG,2291PC,2291PE,WATERINGEN,100.0,98.2,100,82,G4,2431,0.0,0,111
westland-infra,871718518003006694,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,100.0,100.0,100,75,G4,9573,0.0,0,16
westland-infra,871718518003006694,MAASLANDSEWEG,2291PH,2291PW,WATERINGEN,100.0,100.0,100,90,G4,2334,0.0,0,30
westland-infra,871718518003006694,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,100.0,100.0,100,100,G4,1432,0.0,0,28
westland-infra,871718518003006694,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,100.0,100.0,100,97,G4,1174,0.0,0,63
westland-infra,871718518003006694,COLENSTRAAT,2291RA,2291RA,WATERINGEN,100.0,100.0,100,100,G4,1771,0.0,0,12
westland-infra,871718518003006694,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,100.0,100.0,100,100,G4,1603,0.0,0,16
westland-infra,871718518003006694,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,100.0,100.0,100,100,G4,1261,0.0,0,37
westland-infra,871718518003006694,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,100.0,100.0,100,100,G4,1984,0.0,0,10
westland-infra,871718518003006694,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,100.0,100.0,100,100,G4,1422,0.0,0,43
westland-infra,871718518003006694,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,100.0,100.0,100,100,G4,1343,0.0,0,22
westland-infra,871718518003006694,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,100.0,100.0,100,100,G4,1316,0.0,0,20
westland-infra,871718518003006694,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,100.0,100.0,100,100,G4,1220,0.0,0,77
westland-infra,871718518003006694,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,100.0,100.0,100,100,G4,1124,0.0,0,42
westland-infra,871718518003006694,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,100.0,100.0,100,100,G4,1119,0.0,0,22
westland-infra,871718518003006694,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,100.0,100.0,100,100,G4,1340,0.0,0,49
westland-infra,871718518003006694,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,100.0,100.0,100,100,G4,1395,0.0,0,27
westland-infra,871718518003006694,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,100.0,100.0,100,97,G4,1238,0.0,0,39
westland-infra,871718518003006694,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,100.0,100.0,100,97,G4,1152,0.0,0,59
westland-infra,871718518003006694,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,100.0,100.0,100,100,G4,1166,0.0,0,27
westland-infra,871718518003006694,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,100.0,100.0,100,100,G4,1209,0.0,0,37
westland-infra,871718518003006694,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,100.0,100.0,100,95,G4,2755,0.0,0,22
westland-infra,871718518003006694,VLIETHOF,2291RX,2291RX,WATERINGEN,100.0,100.0,100,86,G4,2429,0.0,0,21
westland-infra,871718518003006694,VLIETHOF,2291RZ,2291RZ,WATERINGEN,100.0,100.0,100,98,G4,1202,0.0,0,54
westland-infra,871718518003006694,BOVENDIJK,2291SB,2291SB,WATERINGEN,100.0,100.0,100,88,G4,2101,0.0,0,25
westland-infra,871718518003006694,BOVENDIJK,2291SC,2291SE,WATERINGEN,100.0,100.0,100,78,G4,2015,0.0,0,18
westland-infra,871718518003006694,GAELSTRAAT,2291SG,2291SH,WATERINGEN,100.0,100.0,100,88,G4,2297,0.0,0,17
westland-infra,871718518003006694,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,100.0,100.0,100,94,G4,1766,0.0,0,18
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,100.0,100.0,100,94,G4,1980,0.0,0,17
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,100.0,100.0,100,93,G4,2999,0.0,0,14
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,100.0,100.0,100,91,G4,2083,0.0,0,32
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,100.0,100.0,100,94,G4,1854,0.0,0,18
westland-infra,871718518003006694,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,100.0,100.0,100,100,G4,1823,0.0,0,23
westland-infra,871718518003006694,CISTERCIENSERSTRAAT,2291SV,2291SX,WATERINGEN,100.0,100.0,100,91,G4,1747,0.0,0,22
westland-infra,871718518003006694,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,100.0,100.0,100,75,G4,5162,0.0,0,12
westland-infra,871718518003006694,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,100.0,100.0,100,100,G4,1770,0.0,0,16
westland-infra,871718518003006694,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,100.0,100.0,100,100,G4,1503,0.0,0,13
westland-infra,871718518003006694,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,100.0,100.0,100,100,G4,1524,0.0,0,11
westland-infra,871718518003006694,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,100.0,100.0,100,100,G4,1663,0.0,0,12
westland-infra,871718518003006694,IRENESTRAAT,2291TG,2291TG,WATERINGEN,100.0,100.0,100,100,G4,1747,0.0,0,22
westland-infra,871718518003006694,IRENESTRAAT,2291TH,2291TH,WATERINGEN,100.0,100.0,100,100,G4,1620,0.0,0,17
westland-infra,871718518003006694,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,100.0,100.0,100,100,G4,1842,0.0,0,14
westland-infra,871718518003006694,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,100.0,100.0,100,100,G4,1724,0.0,0,14
westland-infra,871718518003006694,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,100.0,100.0,100,80,G4,3041,0.0,0,15
westland-infra,871718518003006694,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,100.0,100.0,100,100,G4,921,0.0,0,22
westland-infra,871718518003006694,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,100.0,100.0,100,100,G4,1715,0.0,0,32
westland-infra,871718518003006694,JULIANASTRAAT,2291TP,2291TP,WATERINGEN,100.0,100.0,100,94,G4,1732,0.0,0,18
westland-infra,871718518003006694,JULIANASTRAAT,2291TR,2291TR,WATERINGEN,100.0,100.0,100,100,G4,1579,0.0,0,23
westland-infra,871718518003006694,JULIANASTRAAT,2291TS,2291TS,WATERINGEN,100.0,100.0,100,100,G4,1530,0.0,0,12
westland-infra,871718518003006694,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,100.0,100.0,100,100,G4,1503,0.0,0,18
westland-infra,871718518003006694,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,100.0,100.0,100,100,G4,1893,0.0,0,16
westland-infra,871718518003006694,EMMASTRAAT,2291TW,2291TW,WATERINGEN,100.0,100.0,100,100,G4,1676,0.0,0,10
westland-infra,871718518003006694,WILHELMINASTRAAT,2291TX,2291TX,WATERINGEN,100.0,100.0,100,97,G4,1133,0.0,0,29
westland-infra,871718518003006694,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,100.0,100.0,100,100,G4,1334,0.0,0,22
westland-infra,871718518003006694,LENTEBLOK,2291VA,2291VA,WATERINGEN,100.0,100.0,100,97,G4,737,0.0,0,32
westland-infra,871718518003006694,LENTEBLOK,2291VB,2291VB,WATERINGEN,100.0,100.0,100,100,G4,198,0.0,0,32
westland-infra,871718518003006694,LENTEBLOK,2291VC,2291VC,WATERINGEN,100.0,100.0,100,97,G4,209,0.0,0,32
westland-infra,871718518003006694,LENTEBLOK,2291VD,2291VD,WATERINGEN,100.0,100.0,100,100,G4,1886,0.0,0,17
westland-infra,871718518003006694,LENTEBLOK,2291VE,2291VE,WATERINGEN,100.0,100.0,100,88,G4,1700,0.0,0,16
westland-infra,871718518003006694,GULDELAND,2291VG,2291VG,WATERINGEN,100.0,100.0,100,85,G4,2339,0.0,0,13
westland-infra,871718518003006694,GULDELAND,2291VH,2291VH,WATERINGEN,100.0,100.0,100,100,G4,1701,0.0,0,20
westland-infra,871718518003006694,GULDELAND,2291VJ,2291VJ,WATERINGEN,100.0,100.0,100,100,G4,1912,0.0,0,20
westland-infra,871718518003006694,GULDELAND,2291VK,2291VK,WATERINGEN,100.0,100.0,100,95,G4,1571,0.0,0,19
westland-infra,871718518003006694,GULDELAND,2291VL,2291VL,WATERINGEN,100.0,100.0,100,90,G4,1891,0.0,0,10
westland-infra,871718518003006694,LIESVELD,2291VM,2291VM,WATERINGEN,100.0,100.0,100,93,G4,1760,0.0,0,14
westland-infra,871718518003006694,DE BANGERT,2291VN,2291VN,WATERINGEN,100.0,100.0,100,100,G4,1825,0.0,0,17
westland-infra,871718518003006694,HET TOLLAND,2291VP,2291VP,WATERINGEN,100.0,100.0,100,100,G4,1761,0.0,0,13
westland-infra,871718518003006694,HET TOLLAND,2291VR,2291VR,WATERINGEN,100.0,100.0,100,100,G4,1827,0.0,0,21
westland-infra,871718518003006694,HET TOLLAND,2291VS,2291VS,WATERINGEN,100.0,100.0,100,95,G4,1524,0.0,0,19
westland-infra,871718518003006694,HET TOLLAND,2291VT,2291VT,WATERINGEN,100.0,100.0,100,100,G4,931,0.0,0,20
westland-infra,871718518003006694,HET TOLLAND,2291VV,2291VV,WATERINGEN,100.0,100.0,100,100,G4,1837,0.0,0,15
westland-infra,871718518003006694,HET TOLLAND,2291VW,2291VW,WATERINGEN,100.0,100.0,100,100,G4,1134,0.0,0,18
westland-infra,871718518003006694,HET TOLLAND,2291VX,2291VX,WATERINGEN,100.0,100.0,100,100,G4,923,0.0,0,17
westland-infra,871718518003006694,DE BEEMD,2291VZ,2291VZ,WATERINGEN,100.0,100.0,100,100,G4,1594,0.0,0,50
westland-infra,871718518003006694,DE GORZEN,2291WX,2291XA,WATERINGEN,100.0,100.0,100,53,G4,1899,0.0,0,19
westland-infra,871718518003006694,WESTBLOK,2291XB,2291XB,WATERINGEN,100.0,100.0,100,100,G4,1629,0.0,0,13
