net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Iependijk,7471BE,7471BE,GOOR,24,83,100,46,1x35,4678,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Iependijk,7471BG,7471BH,GOOR,27,85,100,63,1x35,5162,100,93
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Iependijk,7471BJ,7471BJ,GOOR,22,86,100,59,1x35,4558,100,77
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BK,7471BK,GOOR,25,96,100,44,1x35,5770,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BL,7471BL,GOOR,32,100,100,47,3x25,11028,91,66
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BM,7471BM,GOOR,18,94,89,50,1x35,7657,83,72
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BN,7471BN,GOOR,34,100,97,56,1x35,5808,94,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BP,7471BP,GOOR,12,83,100,50,3x25,9740,100,75
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BR,7471BR,GOOR,25,100,100,52,3x25,16846,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Grotestraat,7471BS,7471BS,GOOR,19,89,89,53,3x25,11958,95,63
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Possestraat,7471BT,7471BV,GOOR,22,95,100,41,1x35,3734,95,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spoorstraat,7471BW,7471BW,GOOR,31,94,100,58,1x35,5043,100,97
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Voorstraat,7471BX,7471BZ,GOOR,25,96,100,72,1x35,6092,100,80
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wijnkamp,7471CA,7471CA,GOOR,16,94,94,31,1x35,10039,100,81
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wijnkamp,7471CB,7471CB,GOOR,13,100,92,62,1x35,3392,77,62
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wijnkamp,7471CC,7471CC,GOOR,12,92,100,42,3x25,4069,92,75
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wijnkamp,7471CD,7471CD,GOOR,10,80,90,50,3x25,3558,100,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hengevelderstraat,7471CE,7471CE,GOOR,10,100,80,50,1x35,2873,90,60
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hengevelderstraat,7471CG,7471CH,GOOR,23,96,100,39,1x35,9785,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenstraat,7471CJ,7471CJ,GOOR,23,96,100,43,1x25,2942,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenstraat,7471CK,7471CK,GOOR,11,82,100,45,1x35,3645,100,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenstraat,7471CL,7471CL,GOOR,21,95,100,67,3x25,2087,100,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenstraat,7471CM,7471CM,GOOR,15,87,100,53,1x35,3715,100,80
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Korte Dijk,7471CN,7471CN,GOOR,20,70,100,60,1x35,4226,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Middenstraat,7471CP,7471CR,GOOR,52,85,96,56,1x35,2071,88,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bleekstraat,7471CS,7471CS,GOOR,11,91,100,45,1x25,3785,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pastoriestraat,7471CT,7471CT,GOOR,25,100,100,56,1x35,2097,96,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Javastraat,7471CV,7471CV,GOOR,26,88,100,100,1x35,1925,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,De Hogenkamp,7471CW,7471CW,GOOR,13,85,100,62,1x35,4294,92,69
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,D.J. Bunschotenstraat,7471CX,7471CX,GOOR,22,100,100,77,1x35,2407,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,D.J. Bunschotenstraat,7471CZ,7471DA,GOOR,20,90,100,45,1x35,2988,90,80
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Laarstraat,7471DB,7471DB,GOOR,26,81,96,85,1x35,2658,88,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Laarstraat,7471DC,7471DD,GOOR,22,77,100,36,3x25,4419,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Laarstraat,7471DE,7471DE,GOOR,12,75,100,75,1x35,2588,92,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Laarstraat,7471DG,7471DG,GOOR,18,89,100,72,1x35,3237,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Laarstraat,7471DH,7471DJ,GOOR,22,95,100,50,1x35,4037,95,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Herman Heijermansstraat,7471DK,7471DK,GOOR,18,100,100,56,1x35,3487,89,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Herman Heijermansstraat,7471DL,7471DL,GOOR,39,90,100,74,1x35,4787,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Herman Heijermansstraat,7471DM,7471DM,GOOR,22,100,100,50,1x35,1874,95,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Goeman Borgesiusstraat,7471DN,7471DN,GOOR,16,100,100,69,1x25,2186,100,81
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,van Kollaan,7471DP,7471DP,GOOR,24,92,100,75,1x35,3522,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,van Kollaan,7471DR,7471DR,GOOR,21,90,100,48,1x25,2610,90,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,van Kollaan,7471DS,7471DS,GOOR,55,98,100,91,1x35,2154,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Roerdompstraat,7471DT,7471DT,GOOR,17,6,100,71,1x25,1765,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Roerdompstraat,7471DV,7471DX,GOOR,23,26,100,61,1x25,3411,96,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Reigerstraat,7471DZ,7471DZ,GOOR,22,5,100,77,1x25,1519,100,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kwartelstraat,7471EA,7471EA,GOOR,26,23,100,58,1x25,1994,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kwartelstraat,7471EB,7471EB,GOOR,27,100,100,56,1x25,1669,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Guido Gezellehof,7471EC,7471ED,GOOR,23,78,100,57,1x25,2247,96,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7471EE,7471EE,GOOR,22,95,100,50,1x35,3153,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7471EG,7471EG,GOOR,10,30,100,50,1x25,1507,90,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Putterstraat,7471EH,7471EH,GOOR,17,18,100,47,1x25,2310,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Putterstraat,7471EJ,7471EJ,GOOR,19,21,100,58,1x25,2225,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kievitstraat,7471EK,7471EK,GOOR,18,67,100,61,1x35,2592,94,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kievitstraat,7471EL,7471EL,GOOR,14,43,100,50,1x35,5531,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kievitstraat,7471EM,7471EM,GOOR,16,25,100,75,1x25,1882,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kievitstraat,7471EN,7471EN,GOOR,16,56,100,56,1x35,1885,94,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gruttostraat,7471EP,7471EP,GOOR,19,47,89,42,1x25,8033,100,79
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gruttostraat,7471ER,7471ER,GOOR,14,79,79,29,3x25,10809,86,57
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gruttostraat,7471ES,7471ES,GOOR,22,73,95,77,1x35,2829,91,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Holtdijk,7471ET,7471EV,GOOR,22,86,86,36,3x25,12084,95,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wheeweg,7471EW,7471EW,GOOR,19,100,95,37,3x25,24925,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lijsterstraat,7471EX,7471EX,GOOR,14,36,100,57,1x25,1816,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lijsterstraat,7471EZ,7471EZ,GOOR,12,42,100,58,1x25,2256,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Merelstraat,7471GA,7471GA,GOOR,20,30,100,65,1x25,1878,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Merelstraat,7471GB,7471GB,GOOR,20,35,100,60,1x25,2186,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Merelstraat,7471GC,7471GC,GOOR,20,40,95,65,1x25,1801,95,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wulpstraat,7471GD,7471GD,GOOR,22,32,100,59,1x35,1979,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sperwerstraat,7471GE,7471GE,GOOR,18,39,94,44,1x35,3953,100,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wheedwarsweg,7471GG,7471GG,GOOR,12,92,67,42,3x25,8456,92,58
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spechthorstweg,7471GH,7471GK,GOOR,34,59,94,29,3x25,9446,88,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fazantenstraat,7471GL,7471GM,GOOR,18,61,100,56,3x25,3320,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scherpenzeelseweg,7471GN,7471GN,GOOR,14,93,100,50,3x25,3043,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scherpenzeelseweg,7471GP,7471GP,GOOR,12,100,100,33,1x25,2862,92,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scherpenzeelseweg,7471GR,7471GR,GOOR,15,33,100,47,1x35,2276,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scherpenzeelseweg,7471GS,7471GS,GOOR,21,38,100,38,1x25,2719,100,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leeuwerikstraat,7471GT,7471GT,GOOR,13,92,100,69,1x35,2616,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leeuwerikstraat,7471GV,7471GV,GOOR,11,73,100,73,1x35,5044,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leeuwerikstraat,7471GW,7471GW,GOOR,20,90,100,55,1x35,3136,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Vinkstraat,7471GX,7471GX,GOOR,22,27,100,59,1x35,1966,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meerkolstraat,7471GZ,7471GZ,GOOR,22,18,100,55,1x25,2398,100,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spreeuwenstraat,7471HA,7471HA,GOOR,22,91,100,68,1x35,2847,100,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spreeuwenstraat,7471HB,7471HB,GOOR,24,54,100,75,1x35,4729,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wielewaalstraat,7471HC,7471HC,GOOR,12,58,100,58,1x35,2607,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wielewaalstraat,7471HD,7471HD,GOOR,24,13,100,54,1x25,1669,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rietzangerstraat,7471HE,7471HE,GOOR,12,75,100,50,1x25,2211,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meeuwenstraat,7471HG,7471HG,GOOR,16,75,100,38,1x35,2574,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zwaluwstraat,7471HH,7471HH,GOOR,21,95,100,48,1x25,2360,95,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zwaluwstraat,7471HJ,7471HJ,GOOR,20,95,100,55,1x35,2904,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spechtstraat,7471HK,7471HK,GOOR,19,95,100,47,1x35,3073,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spechtstraat,7471HL,7471HL,GOOR,20,80,100,45,1x35,3816,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pluvierstraat,7471HM,7471HM,GOOR,18,89,100,56,1x25,4448,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rembrandtstraat,7471HN,7471HN,GOOR,12,58,100,75,3x25,2800,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rembrandtstraat,7471HP,7471HP,GOOR,12,67,100,58,3x25,2957,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rembrandtstraat,7471HR,7471HR,GOOR,16,75,100,38,3x25,3621,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rembrandtstraat,7471HS,7471HT,GOOR,21,62,100,43,1x25,3003,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Vermeerstraat,7471HV,7471HV,GOOR,15,80,100,60,1x25,2642,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Frans Halsstraat,7471HW,7471HW,GOOR,13,85,100,46,3x25,2947,92,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rubensstraat,7471HX,7471HX,GOOR,15,73,93,53,3x25,3418,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Govert Flinckstraat,7471HZ,7471JB,GOOR,54,96,100,52,1x35,3824,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Markeloseweg,7471JC,7471JC,GOOR,18,89,100,72,1x25,3268,100,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Markeloseweg,7471JD,7471JD,GOOR,12,100,92,50,3x25,2311,92,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Markeloseweg,7471JE,7471JE,GOOR,24,88,96,46,1x35,2747,96,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Slagdijk,7471JG,7471JG,GOOR,13,100,100,46,1x35,2910,100,85
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Stoevelaarsweg,7471JH,7471JJ,GOOR,22,82,100,50,3x25,4695,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klaproosstraat,7471JK,7471JK,GOOR,25,76,100,60,1x35,3313,96,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klaproosstraat,7471JL,7471JL,GOOR,16,81,94,75,1x35,3971,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rozenstraat,7471JM,7471JM,GOOR,12,83,100,58,1x35,4120,100,75
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rozenstraat,7471JN,7471JN,GOOR,23,91,100,48,1x35,5090,91,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leliestraat,7471JP,7471JP,GOOR,11,100,100,45,1x35,2595,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7471JR,7471JR,GOOR,23,91,100,57,1x35,2908,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7471JS,7471JT,GOOR,21,95,19,95,1x35,2637,76,19
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7471JV,7471JV,GOOR,16,88,50,75,1x35,2843,69,50
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7471JW,7471JW,GOOR,17,76,24,76,1x35,2491,65,24
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7471JX,7471JZ,GOOR,15,100,67,93,1x35,3125,87,67
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindelaan,7471KA,7471KA,GOOR,23,96,100,70,1x35,3275,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindelaan,7471KB,7471KB,GOOR,17,76,100,88,1x35,3395,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindelaan,7471KC,7471KC,GOOR,23,96,83,57,1x35,4057,87,74
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindelaan,7471KD,7471KD,GOOR,17,94,100,71,1x35,2925,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindelaan,7471KE,7471KG,GOOR,24,79,100,100,1x35,2975,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,J.M. de Bruijnstraat,7471KH,7471KH,GOOR,17,76,100,35,1x35,3603,100,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,J.M. de Bruijnstraat,7471KJ,7471KK,GOOR,19,42,100,79,1x35,2241,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,J.M. de Bruijnstraat,7471KL,7471KL,GOOR,12,33,100,100,1x35,1868,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deldensestraat,7471KT,7471KT,GOOR,18,100,100,44,1x35,4107,94,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deldensestraat,7471KV,7471KV,GOOR,20,85,80,55,3x25,8053,95,80
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deldensestraat,7471KW,7471KW,GOOR,21,90,100,48,3x25,6093,95,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deldensestraat,7471KX,7471KX,GOOR,15,93,100,40,1x25,3778,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deldensestraat,7471KZ,7471KZ,GOOR,28,93,100,64,3x25,4773,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Borghoeksweg,7471LA,7471LC,GOOR,34,74,100,50,3x25,5141,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gondalaan,7471LD,7471LD,GOOR,24,83,100,50,1x25,2989,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gondalaan,7471LE,7471LE,GOOR,14,100,100,57,1x25,2265,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Magnoliastraat,7471LG,7471LG,GOOR,13,46,54,54,3x25,3188,77,54
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oude Haaksbergerweg,7471LH,7471LH,GOOR,35,97,100,57,3x25,2629,100,97
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oude Haaksbergerweg,7471LJ,7471LJ,GOOR,18,94,39,67,1x35,2810,67,39
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oude Haaksbergerweg,7471LK,7471LK,GOOR,14,64,43,50,1x35,4341,64,43
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oude Haaksbergerweg,7471LL,7471LL,GOOR,15,100,100,33,3x25,5889,93,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oude Haaksbergerweg,7471LM,7471LM,GOOR,19,84,95,47,1x25,3131,89,79
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oude Haaksbergerweg,7471LN,7471LN,GOOR,21,90,100,48,1x35,2937,100,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wachtpostdijk,7471LP,7471LP,GOOR,18,83,100,61,3x25,3239,100,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Viaductweg,7471LR,7471LS,GOOR,59,86,98,64,1x35,3983,98,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rondweg,7471LT,7471LW,GOOR,37,81,97,54,3x25,7723,100,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Diepenheimseweg,7471LX,7471LX,GOOR,23,78,91,52,3x25,5799,96,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Vijverpad,7471LZ,7471MA,GOOR,14,71,100,50,3x25,5179,100,79
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kevelhamlaan,7471MB,7471MD,GOOR,28,64,100,75,3x25,4425,96,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Weddehoenlaan,7471ME,7471ME,GOOR,22,77,100,73,3x25,3546,100,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Blankenvoortlaan,7471MG,7471MG,GOOR,12,67,100,50,3x25,3159,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ripperdahof,7471MH,7471ML,GOOR,43,51,100,44,3x25,3623,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pieter Langendijkstraat,7471NA,7471NA,GOOR,24,83,100,79,1x25,2486,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Menno ter Braakhof,7471NB,7471NB,GOOR,23,87,100,52,1x25,2860,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pieter Langendijkstraat,7471NC,7471NC,GOOR,22,95,100,68,1x25,3343,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pieter Langendijkstraat,7471ND,7471ND,GOOR,15,73,93,53,1x25,3028,93,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Willem Klooshof,7471NE,7471NE,GOOR,17,100,100,65,1x25,2231,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Jacques Perkhof,7471NG,7471NG,GOOR,18,83,100,94,1x25,2295,94,94
