net_manager,purchase_area,street,zipcode_from,zipcode_to,city,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc,num_connections
westland-infra,871687800090000015,DE MEIBLOEM,2291GS,2291GS,WATERINGEN,83.33,100.0,100,94,1x35,2820,100.0,100.0,18
westland-infra,871687800090000015,DE MEIBLOEM,2291GT,2291GT,WATERINGEN,68.42,100.0,100,79,1x35,2793,100.0,89.47,19
westland-infra,871687800090000015,DE HOORNBLOEM,2291GV,2291GV,WATERINGEN,100.0,100.0,100,69,1x35,3284,100.0,76.92,13
westland-infra,871687800090000015,GELE MEERBLOEM,2291GW,2291GW,WATERINGEN,100.0,100.0,100,90,1x35,2753,100.0,95.24,21
westland-infra,871687800090000015,GELE MEERBLOEM,2291GX,2291GX,WATERINGEN,100.0,100.0,100,94,1x35,2303,100.0,94.44,18
westland-infra,871687800090000015,WILLIGE RIJZEN,2291GZ,2291HM,WATERINGEN,93.42,100.0,100,53,1x35,8524,96.05,77.63,76
westland-infra,871687800090000015,DORPSKADE,2291HN,2291HN,WATERINGEN,90.0,100.0,100,40,3x25,12536,100.0,50.0,10
westland-infra,871687800090000015,DORPSKADE,2291HP,2291HS,WATERINGEN,97.62,100.0,100,52,1x35,9953,100.0,66.67,42
westland-infra,871687800090000015,DORPSKADE,2291HT,2291HZ,WATERINGEN,72.41,100.0,100,62,3x25,11061,96.55,79.31,29
westland-infra,871687800090000015,DE FRANKENTHALER,2291JA,2291JA,WATERINGEN,100.0,100.0,100,84,1x35,2646,100.0,96.0,25
westland-infra,871687800090000015,DE FRANKENTHALER,2291JB,2291JB,WATERINGEN,100.0,100.0,100,100,1x35,3072,100.0,100.0,15
westland-infra,871687800090000015,DE FRANKENTHALER,2291JC,2291JC,WATERINGEN,81.25,100.0,100,100,1x35,3096,100.0,100.0,16
westland-infra,871687800090000015,DE FRANKENTHALER,2291JD,2291JD,WATERINGEN,81.82,100.0,100,64,1x35,3125,100.0,81.82,11
westland-infra,871687800090000015,DE FRANKENTHALER,2291JE,2291JE,WATERINGEN,100.0,100.0,100,58,3x25,2969,100.0,91.67,12
westland-infra,871687800090000015,DE MUSCAAT,2291JG,2291JG,WATERINGEN,100.0,100.0,100,100,1x35,2618,100.0,100.0,14
westland-infra,871687800090000015,DE MUSCAAT,2291JH,2291JH,WATERINGEN,100.0,100.0,100,100,1x35,2678,94.12,100.0,17
westland-infra,871687800090000015,DE MUSCAAT,2291JJ,2291JJ,WATERINGEN,84.62,100.0,100,100,1x35,3317,100.0,92.31,13
westland-infra,871687800090000015,DE COLMAN,2291JK,2291JK,WATERINGEN,87.5,100.0,100,75,1x35,3108,100.0,93.75,16
westland-infra,871687800090000015,DE COLMAN,2291JL,2291JL,WATERINGEN,69.23,100.0,100,77,1x35,3374,100.0,100.0,13
westland-infra,871687800090000015,DE COLMAN,2291JM,2291JM,WATERINGEN,68.75,100.0,100,56,1x35,3729,100.0,87.5,16
westland-infra,871687800090000015,DE COLMAN,2291JN,2291JN,WATERINGEN,80.95,100.0,100,81,1x35,3176,100.0,85.71,21
westland-infra,871687800090000015,DE COLMAN,2291JP,2291JP,WATERINGEN,81.25,100.0,100,94,1x35,3161,100.0,100.0,16
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,83.33,100.0,100,94,1x35,3199,100.0,100.0,18
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,100.0,100.0,100,92,1x35,3177,100.0,100.0,12
westland-infra,871687800090000015,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,88.89,100.0,100,83,1x35,3399,100.0,100.0,18
westland-infra,871687800090000015,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,90.0,100.0,100,90,1x35,3499,100.0,90.0,10
westland-infra,871687800090000015,DE MAROC,2291JW,2291JW,WATERINGEN,35.71,100.0,100,79,1x35,3138,92.86,78.57,14
westland-infra,871687800090000015,DE MAROC,2291JX,2291JX,WATERINGEN,94.12,100.0,100,65,1x35,3560,100.0,100.0,17
westland-infra,871687800090000015,DE MAROC,2291JZ,2291JZ,WATERINGEN,90.91,100.0,100,91,1x35,2984,100.0,100.0,11
westland-infra,871687800090000015,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,100.0,100.0,100,78,1x35,2102,100.0,77.78,27
westland-infra,871687800090000015,BINNENROEDE,2291KB,2291KB,WATERINGEN,71.43,100.0,100,86,1x35,2585,100.0,92.86,14
westland-infra,871687800090000015,BUITENROEDE,2291KC,2291KD,WATERINGEN,82.35,100.0,100,88,1x35,2983,100.0,88.24,17
westland-infra,871687800090000015,WIEK,2291KE,2291KE,WATERINGEN,70.0,100.0,100,60,1x35,4339,100.0,90.0,10
westland-infra,871687800090000015,WIEK,2291KG,2291KJ,WATERINGEN,81.48,100.0,100,85,1x35,3405,96.3,85.19,27
westland-infra,871687800090000015,WINDMOLEN,2291KK,2291KR,WATERINGEN,88.64,97.73,100,89,1x35,2701,100.0,86.36,44
westland-infra,871687800090000015,WINDMOLEN,2291KS,2291KS,WATERINGEN,91.67,100.0,100,50,1x35,2548,97.22,100.0,36
westland-infra,871687800090000015,WINDMOLEN,2291KT,2291KT,WATERINGEN,100.0,100.0,100,91,1x35,2871,100.0,90.91,22
westland-infra,871687800090000015,WINDMOLEN,2291KV,2291KV,WATERINGEN,93.75,100.0,100,94,1x35,2564,100.0,93.75,16
westland-infra,871687800090000015,WINDMOLEN,2291KW,2291KW,WATERINGEN,90.91,100.0,100,82,1x35,3273,100.0,90.91,11
westland-infra,871687800090000015,WINDMOLEN,2291KX,2291KX,WATERINGEN,78.57,100.0,100,86,1x35,3415,100.0,85.71,14
westland-infra,871687800090000015,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,100.0,100.0,100,63,1x35,1748,95.83,54.17,24
westland-infra,871687800090000015,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,100.0,100.0,100,82,1x35,1902,100.0,81.82,11
westland-infra,871687800090000015,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,76.47,100.0,100,82,1x35,2620,100.0,100.0,17
westland-infra,871687800090000015,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,100.0,100.0,100,65,1x35,4590,100.0,76.47,17
westland-infra,871687800090000015,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,97.3,97.3,100,78,1x35,2776,100.0,75.68,37
westland-infra,871687800090000015,SPANTRING,2291LH,2291LH,WATERINGEN,86.67,100.0,100,80,1x35,2781,93.33,80.0,15
westland-infra,871687800090000015,SPANTRING,2291LJ,2291LJ,WATERINGEN,100.0,100.0,100,65,1x35,2284,100.0,70.0,20
westland-infra,871687800090000015,KANTSTIJL,2291LK,2291LK,WATERINGEN,100.0,100.0,100,89,1x35,2115,100.0,90.91,44
westland-infra,871687800090000015,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,100.0,100.0,100,78,1x35,1986,92.59,74.07,27
westland-infra,871687800090000015,KONINGSSPIL,2291MA,2291MA,WATERINGEN,61.54,100.0,100,85,1x35,3494,100.0,76.92,13
westland-infra,871687800090000015,KONINGSSPIL,2291MB,2291MB,WATERINGEN,100.0,100.0,100,54,3x25,3178,100.0,95.83,24
westland-infra,871687800090000015,KORBEEL,2291MC,2291MC,WATERINGEN,85.0,100.0,100,90,1x35,3566,100.0,90.0,20
westland-infra,871687800090000015,KAAPSTANDER,2291MD,2291MD,WATERINGEN,95.24,95.24,100,95,1x35,3204,100.0,90.48,21
westland-infra,871687800090000015,KRUISBALK,2291ME,2291ME,WATERINGEN,73.68,100.0,100,84,1x35,3781,100.0,100.0,19
westland-infra,871687800090000015,BOOG,2291MG,2291MG,WATERINGEN,71.43,100.0,100,100,1x35,3415,92.86,100.0,14
westland-infra,871687800090000015,SCHEG,2291MH,2291MH,WATERINGEN,85.71,100.0,100,79,1x35,3039,100.0,78.57,14
westland-infra,871687800090000015,KRUILIER,2291MJ,2291MJ,WATERINGEN,100.0,100.0,100,81,1x35,3065,100.0,81.25,16
westland-infra,871687800090000015,KRUILIER,2291MK,2291MK,WATERINGEN,72.22,100.0,100,61,1x35,4051,100.0,83.33,18
westland-infra,871687800090000015,PENBALK,2291ML,2291MN,WATERINGEN,75.0,100.0,100,55,1x35,3765,100.0,95.0,20
westland-infra,871687800090000015,MOERBALK,2291MP,2291MP,WATERINGEN,75.0,100.0,100,83,1x35,3088,100.0,100.0,12
westland-infra,871687800090000015,BONTELRAD,2291MR,2291MS,WATERINGEN,88.0,100.0,100,64,1x35,3856,100.0,80.0,25
westland-infra,871687800090000015,TEMPELBALK,2291MT,2291MV,WATERINGEN,83.33,100.0,100,78,1x35,3544,100.0,83.33,18
westland-infra,871687800090000015,ZWARTVEEN,2291NB,2291ND,WATERINGEN,80.0,100.0,100,56,1x35,4403,96.0,86.0,50
westland-infra,871687800090000015,LAAGVEEN,2291NE,2291NG,WATERINGEN,90.63,100.0,100,69,1x35,3071,100.0,78.13,32
westland-infra,871687800090000015,HOOGVEEN,2291NH,2291NJ,WATERINGEN,80.0,100.0,100,74,1x35,3067,100.0,88.57,35
westland-infra,871687800090000015,MOSVEEN,2291NK,2291NK,WATERINGEN,97.3,100.0,100,84,1x35,2638,100.0,91.89,37
westland-infra,871687800090000015,MOSVEEN,2291NL,2291NL,WATERINGEN,72.73,100.0,100,91,1x35,3191,100.0,90.91,11
westland-infra,871687800090000015,RANDVEEN,2291NM,2291NM,WATERINGEN,71.43,100.0,100,71,1x35,3318,100.0,78.57,28
westland-infra,871687800090000015,WOUDVEEN,2291NN,2291NN,WATERINGEN,90.0,100.0,100,80,1x35,3113,90.0,90.0,10
westland-infra,871687800090000015,MOLENWEER,2291NP,2291NP,WATERINGEN,93.75,100.0,100,78,1x35,1856,100.0,81.25,32
westland-infra,871687800090000015,MOLENWEER,2291NR,2291NR,WATERINGEN,80.0,100.0,100,40,3x25,15298,100.0,85.0,20
westland-infra,871687800090000015,VEENLAND,2291NS,2291NS,WATERINGEN,90.91,100.0,100,82,3x25,5105,100.0,72.73,11
westland-infra,871687800090000015,VEENBES,2291NT,2291NT,WATERINGEN,70.0,100.0,100,50,1x35,13026,100.0,80.0,10
westland-infra,871687800090000015,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,96.05,100.0,100,83,3x25,5671,98.68,78.95,76
westland-infra,871687800090000015,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,100.0,100.0,100,82,3x25,7653,100.0,58.82,34
westland-infra,871687800090000015,SCHIPLUIDENSEWEG,2291PC,2291PC,WATERINGEN,90.0,100.0,100,50,3x25,9151,100.0,70.0,10
westland-infra,871687800090000015,DE LIERSEWEG,2291PD,2291PE,WATERINGEN,95.33,99.33,100,79,3x25,8612,95.33,64.67,150
westland-infra,871687800090000015,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,100.0,100.0,100,33,3x25,20657,100.0,71.43,21
westland-infra,871687800090000015,MAASLANDSEWEG,2291PH,2291PJ,WATERINGEN,83.33,100.0,100,44,3x35,11043,100.0,66.67,18
westland-infra,871687800090000015,VAN NASSAUSTRAAT,2291PW,2291PW,WATERINGEN,92.0,100.0,100,80,1x35,3262,100.0,88.0,25
westland-infra,871687800090000015,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,82.14,100.0,100,86,1x35,3414,100.0,92.86,28
westland-infra,871687800090000015,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,89.06,100.0,100,70,1x35,2825,98.44,84.38,64
westland-infra,871687800090000015,COLENSTRAAT,2291RA,2291RA,WATERINGEN,58.33,100.0,100,75,3x25,3920,100.0,83.33,12
westland-infra,871687800090000015,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,87.5,100.0,100,50,1x35,4584,100.0,93.75,16
westland-infra,871687800090000015,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,89.47,100.0,100,82,1x35,2503,100.0,84.21,38
westland-infra,871687800090000015,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,100.0,100.0,100,60,1x35,4333,100.0,100.0,10
westland-infra,871687800090000015,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,88.37,100.0,100,77,1x35,3877,100.0,86.05,43
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,86.36,100.0,100,77,1x35,3278,100.0,100.0,22
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,85.0,100.0,100,65,1x35,3468,100.0,90.0,20
westland-infra,871687800090000015,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,93.51,100.0,100,88,1x35,3345,100.0,89.61,77
westland-infra,871687800090000015,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,92.86,100.0,100,64,1x35,2692,100.0,64.29,42
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,73.91,100.0,100,83,1x35,2271,100.0,95.65,23
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,82.0,98.0,100,78,1x35,3780,100.0,86.0,50
westland-infra,871687800090000015,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,74.07,100.0,100,89,1x35,3393,100.0,96.3,27
westland-infra,871687800090000015,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,90.24,100.0,100,93,1x35,2875,100.0,95.12,41
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,93.55,100.0,100,81,1x35,2649,100.0,88.71,62
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,88.89,100.0,100,81,1x35,3397,100.0,85.19,27
westland-infra,871687800090000015,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,97.44,100.0,100,85,1x35,2728,100.0,92.31,39
westland-infra,871687800090000015,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,86.96,100.0,100,87,1x35,3112,100.0,95.65,23
westland-infra,871687800090000015,VLIETHOF,2291RX,2291RX,WATERINGEN,100.0,100.0,100,68,1x35,5586,96.0,76.0,25
westland-infra,871687800090000015,VLIETHOF,2291RZ,2291RZ,WATERINGEN,100.0,100.0,100,75,1x35,3913,100.0,77.36,53
westland-infra,871687800090000015,BOVENDIJK,2291SB,2291SB,WATERINGEN,62.07,100.0,100,55,1x35,4608,100.0,86.21,29
westland-infra,871687800090000015,BOVENDIJK,2291SC,2291SE,WATERINGEN,66.67,100.0,100,67,1x35,3324,100.0,77.78,18
westland-infra,871687800090000015,GAELSTRAAT,2291SG,2291SH,WATERINGEN,88.24,100.0,100,76,1x35,2818,100.0,88.24,17
westland-infra,871687800090000015,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,78.95,100.0,100,58,1x35,2385,100.0,84.21,19
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,100.0,100.0,100,94,1x35,3207,100.0,87.5,16
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,85.71,100.0,100,71,1x35,3749,92.86,85.71,14
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,100.0,100.0,100,85,1x35,3379,100.0,79.41,34
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,100.0,100.0,100,94,1x35,2232,100.0,100.0,18
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,77.27,100.0,100,77,1x35,3128,100.0,95.45,22
westland-infra,871687800090000015,CISTERCIENSERSTRAAT,2291SV,2291SW,WATERINGEN,96.88,100.0,100,59,3x25,3439,100.0,96.88,32
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SX,2291SX,WATERINGEN,100.0,100.0,100,67,1x35,3778,88.89,72.22,18
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,100.0,100.0,100,57,1x35,7765,100.0,57.14,14
westland-infra,871687800090000015,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,100.0,100.0,100,100,1x35,2013,100.0,100.0,15
westland-infra,871687800090000015,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,100.0,100.0,100,100,1x35,2081,100.0,92.31,13
westland-infra,871687800090000015,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,100.0,100.0,100,64,1x35,2200,81.82,63.64,11
westland-infra,871687800090000015,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,100.0,100.0,100,83,1x35,1873,91.67,91.67,12
westland-infra,871687800090000015,IRENESTRAAT,2291TG,2291TG,WATERINGEN,95.45,100.0,100,64,1x35,2026,77.27,68.18,22
westland-infra,871687800090000015,IRENESTRAAT,2291TH,2291TH,WATERINGEN,100.0,100.0,100,78,1x35,2471,100.0,100.0,18
westland-infra,871687800090000015,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,92.86,100.0,100,71,1x35,3098,92.86,92.86,14
westland-infra,871687800090000015,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,100.0,100.0,100,71,1x35,3088,100.0,85.71,14
westland-infra,871687800090000015,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,73.33,100.0,100,53,1x35,5441,100.0,80.0,15
westland-infra,871687800090000015,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,100.0,100.0,100,64,1x35,3476,85.71,85.71,14
westland-infra,871687800090000015,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,85.29,97.06,100,56,1x35,2834,100.0,94.12,34
westland-infra,871687800090000015,JULIANASTRAAT,2291TP,2291TP,WATERINGEN,80.77,96.15,100,77,1x35,4095,96.15,80.77,26
westland-infra,871687800090000015,JULIANASTRAAT,2291TS,2291TS,WATERINGEN,100.0,100.0,100,100,1x35,1730,100.0,100.0,10
westland-infra,871687800090000015,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,100.0,100.0,100,100,1x35,1757,100.0,100.0,16
westland-infra,871687800090000015,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,100.0,100.0,100,95,3x25,2329,100.0,100.0,21
westland-infra,871687800090000015,EMMASTRAAT,2291TW,2291TW,WATERINGEN,91.67,100.0,100,50,1x35,3127,91.67,100.0,12
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TX,2291TX,WATERINGEN,89.66,100.0,100,83,1x35,2667,100.0,82.76,29
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,86.36,100.0,100,55,3x25,2742,95.45,95.45,22
westland-infra,871687800090000015,LENTEBLOK,2291VA,2291VA,WATERINGEN,100.0,100.0,100,79,1x35,3054,96.97,81.82,33
