net_manager,purchase_area,street,zipcode_from,zipcode_to,city,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc,num_connections
westland-infra,871687800090000015,BAKKERSHOF,2291DE,2291DE,WATERINGEN,100.0,100.0,100,95,3x25,1782,97.3,0,37
westland-infra,871687800090000015,AMBACHTSHOF,2291DX,2291DX,WATERINGEN,88.89,100.0,100,93,3x25,6382,100.0,0,27
westland-infra,871687800090000015,AMBACHTSHOF,2291DZ,2291EA,WATERINGEN,94.44,100.0,100,94,3x25,4649,100.0,0,18
westland-infra,871687800090000015,NOORDWEG,2291EB,2291EE,WATERINGEN,87.5,93.75,100,88,3x25,8578,100.0,0,16
westland-infra,871687800090000015,POORTWEIDE,2291EH,2291EH,WATERINGEN,100.0,100.0,100,94,3x25,2663,100.0,0,32
westland-infra,871687800090000015,POORTWEIDE,2291EJ,2291EJ,WATERINGEN,100.0,100.0,100,93,3x25,3023,97.5,0,40
westland-infra,871687800090000015,ERASMUSWEG,2291EK,2291EN,WATERINGEN,100.0,100.0,100,100,3x25,4002,92.59,0,27
westland-infra,871687800090000015,PRINS HENDRIKSTRAAT,2291EP,2291EP,WATERINGEN,100.0,100.0,100,83,3x25,4075,87.5,0,24
westland-infra,871687800090000015,PRINS HENDRIKSTRAAT,2291ER,2291ER,WATERINGEN,100.0,100.0,100,91,3x25,3398,82.61,0,23
westland-infra,871687800090000015,PRINS HENDRIKSTRAAT,2291ES,2291ES,WATERINGEN,100.0,100.0,100,100,3x25,4304,62.5,0,16
westland-infra,871687800090000015,PRINS BERNHARDSTRAAT,2291ET,2291ET,WATERINGEN,100.0,100.0,100,100,3x25,4220,86.67,0,15
westland-infra,871687800090000015,AMBACHTSWEG,2291EV,2291EV,WATERINGEN,100.0,100.0,100,87,3x25,10076,93.33,0,15
westland-infra,871687800090000015,AMBACHTSWEG,2291EW,2291EW,WATERINGEN,100.0,100.0,100,100,3x25,5088,100.0,0,10
westland-infra,871687800090000015,AMBACHTSWEG,2291EX,2291EX,WATERINGEN,100.0,100.0,100,88,3x25,4930,100.0,0,24
westland-infra,871687800090000015,AMBACHTSWEG,2291EZ,2291EZ,WATERINGEN,96.43,100.0,100,86,3x25,6858,85.71,0,28
westland-infra,871687800090000015,POELDIJKSEWEG,2291GA,2291GA,WATERINGEN,100.0,100.0,100,84,3x25,20050,94.74,0,19
westland-infra,871687800090000015,POELDIJKSEWEG,2291GB,2291GB,WATERINGEN,100.0,100.0,100,100,3x25,3612,100.0,0,11
westland-infra,871687800090000015,POELDIJKSEWEG,2291GC,2291GC,WATERINGEN,100.0,100.0,100,50,3x25,22759,90.0,0,10
westland-infra,871687800090000015,KORTE NOORDWEG,2291GE,2291GE,WATERINGEN,94.12,100.0,100,82,3x25,7210,100.0,0,17
westland-infra,871687800090000015,MARKUSLAAN,2291GG,2291GG,WATERINGEN,100.0,100.0,100,81,3x25,6358,100.0,0,16
westland-infra,871687800090000015,BLAUWE AKELEI,2291GH,2291GH,WATERINGEN,100.0,100.0,100,90,3x25,4004,100.0,0,10
westland-infra,871687800090000015,ROZEMARIJN,2291GJ,2291GJ,WATERINGEN,100.0,100.0,100,92,3x25,4331,100.0,0,24
westland-infra,871687800090000015,ROZEMARIJN,2291GK,2291GK,WATERINGEN,100.0,100.0,100,95,3x25,2479,95.0,0,20
westland-infra,871687800090000015,ROZEMARIJN,2291GL,2291GL,WATERINGEN,100.0,100.0,100,88,3x25,1797,100.0,0,16
westland-infra,871687800090000015,ROZEMARIJN,2291GM,2291GM,WATERINGEN,100.0,100.0,100,100,3x25,4916,100.0,0,15
westland-infra,871687800090000015,ROZEMARIJN,2291GN,2291GN,WATERINGEN,95.45,100.0,100,95,3x25,3289,95.45,0,22
westland-infra,871687800090000015,ROZEMARIJN,2291GP,2291GR,WATERINGEN,92.86,100.0,100,93,3x25,3946,96.43,0,28
westland-infra,871687800090000015,DE MEIBLOEM,2291GS,2291GS,WATERINGEN,100.0,100.0,100,89,3x25,4093,100.0,0,18
westland-infra,871687800090000015,DE MEIBLOEM,2291GT,2291GT,WATERINGEN,94.74,100.0,100,84,3x25,3352,100.0,0,19
westland-infra,871687800090000015,DE HOORNBLOEM,2291GV,2291GV,WATERINGEN,100.0,100.0,100,100,3x25,3100,100.0,0,13
westland-infra,871687800090000015,GELE MEERBLOEM,2291GW,2291GW,WATERINGEN,100.0,100.0,100,95,3x25,3283,100.0,0,22
westland-infra,871687800090000015,GELE MEERBLOEM,2291GX,2291GX,WATERINGEN,100.0,100.0,100,94,3x25,3081,94.44,0,18
westland-infra,871687800090000015,WILLIGE RIJZEN,2291GZ,2291HM,WATERINGEN,100.0,100.0,100,77,3x25,10615,93.94,0,66
westland-infra,871687800090000015,DORPSKADE,2291HN,2291HS,WATERINGEN,100.0,100.0,100,70,3x25,10007,98.0,0,50
westland-infra,871687800090000015,DORPSKADE,2291HT,2291HZ,WATERINGEN,92.59,100.0,100,74,3x25,9886,96.3,0,27
westland-infra,871687800090000015,DE FRANKENTHALER,2291JA,2291JA,WATERINGEN,100.0,100.0,100,96,3x25,2695,100.0,0,25
westland-infra,871687800090000015,DE FRANKENTHALER,2291JB,2291JB,WATERINGEN,100.0,100.0,100,93,3x25,4060,100.0,0,15
westland-infra,871687800090000015,DE FRANKENTHALER,2291JC,2291JC,WATERINGEN,100.0,100.0,100,94,3x25,4130,93.75,0,16
westland-infra,871687800090000015,DE FRANKENTHALER,2291JD,2291JD,WATERINGEN,90.91,100.0,100,91,3x25,3370,100.0,0,11
westland-infra,871687800090000015,DE FRANKENTHALER,2291JE,2291JE,WATERINGEN,100.0,100.0,100,92,3x25,3829,100.0,0,12
westland-infra,871687800090000015,DE MUSCAAT,2291JG,2291JG,WATERINGEN,100.0,100.0,100,86,3x25,3490,100.0,0,14
westland-infra,871687800090000015,DE MUSCAAT,2291JH,2291JH,WATERINGEN,100.0,100.0,100,100,3x25,4289,100.0,0,17
westland-infra,871687800090000015,DE MUSCAAT,2291JJ,2291JJ,WATERINGEN,100.0,100.0,100,100,3x25,4565,100.0,0,13
westland-infra,871687800090000015,DE COLMAN,2291JK,2291JK,WATERINGEN,87.5,100.0,100,81,3x25,4561,100.0,0,16
westland-infra,871687800090000015,DE COLMAN,2291JL,2291JL,WATERINGEN,92.31,100.0,100,92,3x25,4011,100.0,0,13
westland-infra,871687800090000015,DE COLMAN,2291JM,2291JM,WATERINGEN,100.0,100.0,100,100,3x25,5479,100.0,0,16
westland-infra,871687800090000015,DE COLMAN,2291JN,2291JN,WATERINGEN,95.24,100.0,100,81,3x25,4193,100.0,0,21
westland-infra,871687800090000015,DE COLMAN,2291JP,2291JP,WATERINGEN,100.0,100.0,100,94,3x25,3478,100.0,0,16
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,100.0,100.0,100,94,3x25,4222,100.0,0,18
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,100.0,100.0,100,100,3x25,4155,100.0,0,12
westland-infra,871687800090000015,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,100.0,100.0,100,100,3x25,4275,100.0,0,18
westland-infra,871687800090000015,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,100.0,100.0,100,100,3x25,4743,100.0,0,10
westland-infra,871687800090000015,DE MAROC,2291JW,2291JW,WATERINGEN,100.0,100.0,100,86,3x25,3981,100.0,0,14
westland-infra,871687800090000015,DE MAROC,2291JX,2291JX,WATERINGEN,100.0,100.0,100,100,3x25,4687,100.0,0,17
westland-infra,871687800090000015,DE MAROC,2291JZ,2291JZ,WATERINGEN,100.0,100.0,100,100,3x25,4547,100.0,0,11
westland-infra,871687800090000015,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,100.0,100.0,100,92,3x25,2233,100.0,0,26
westland-infra,871687800090000015,BINNENROEDE,2291KB,2291KB,WATERINGEN,92.86,100.0,100,93,3x25,4623,100.0,0,14
westland-infra,871687800090000015,BUITENROEDE,2291KC,2291KD,WATERINGEN,94.12,100.0,100,82,3x25,3222,100.0,0,17
westland-infra,871687800090000015,WIEK,2291KE,2291KE,WATERINGEN,100.0,100.0,100,90,3x25,7079,100.0,0,10
westland-infra,871687800090000015,WIEK,2291KG,2291KJ,WATERINGEN,100.0,100.0,100,96,3x25,5022,96.3,0,27
westland-infra,871687800090000015,WINDMOLEN,2291KK,2291KR,WATERINGEN,97.67,100.0,100,95,3x25,4357,100.0,0,43
westland-infra,871687800090000015,WINDMOLEN,2291KS,2291KS,WATERINGEN,97.14,100.0,100,97,3x25,3360,100.0,0,35
westland-infra,871687800090000015,WINDMOLEN,2291KT,2291KT,WATERINGEN,100.0,100.0,100,86,3x25,3842,100.0,0,22
westland-infra,871687800090000015,WINDMOLEN,2291KV,2291KV,WATERINGEN,100.0,100.0,100,100,3x25,4399,100.0,0,16
westland-infra,871687800090000015,WINDMOLEN,2291KW,2291KW,WATERINGEN,100.0,100.0,100,100,3x25,4179,100.0,0,11
westland-infra,871687800090000015,WINDMOLEN,2291KX,2291KX,WATERINGEN,100.0,100.0,100,100,3x25,3732,100.0,0,14
westland-infra,871687800090000015,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,100.0,100.0,100,83,3x25,2172,95.65,0,23
westland-infra,871687800090000015,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,100.0,100.0,100,91,3x25,2851,100.0,0,11
westland-infra,871687800090000015,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,82.35,100.0,100,94,3x25,3745,100.0,0,17
westland-infra,871687800090000015,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,100.0,100.0,100,82,3x25,5821,100.0,0,17
westland-infra,871687800090000015,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,100.0,100.0,100,94,3x25,3321,100.0,0,36
westland-infra,871687800090000015,SPANTRING,2291LH,2291LH,WATERINGEN,100.0,100.0,100,93,3x25,3380,100.0,0,15
westland-infra,871687800090000015,SPANTRING,2291LJ,2291LJ,WATERINGEN,100.0,100.0,100,95,3x25,3253,100.0,0,21
westland-infra,871687800090000015,KANTSTIJL,2291LK,2291LK,WATERINGEN,100.0,100.0,100,100,3x25,2309,100.0,0,43
westland-infra,871687800090000015,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,100.0,100.0,100,93,3x25,2488,100.0,0,27
westland-infra,871687800090000015,KONINGSSPIL,2291MA,2291MA,WATERINGEN,92.31,100.0,100,100,3x25,5577,100.0,0,13
westland-infra,871687800090000015,KONINGSSPIL,2291MB,2291MB,WATERINGEN,100.0,100.0,100,85,3x25,3990,96.15,0,26
westland-infra,871687800090000015,KORBEEL,2291MC,2291MC,WATERINGEN,100.0,100.0,100,100,3x25,3832,100.0,0,20
westland-infra,871687800090000015,KAAPSTANDER,2291MD,2291MD,WATERINGEN,100.0,100.0,100,95,3x25,4356,100.0,0,20
westland-infra,871687800090000015,KRUISBALK,2291ME,2291ME,WATERINGEN,100.0,100.0,100,94,3x25,5319,100.0,0,18
westland-infra,871687800090000015,BOOG,2291MG,2291MG,WATERINGEN,100.0,100.0,100,100,3x25,4724,100.0,0,14
westland-infra,871687800090000015,SCHEG,2291MH,2291MH,WATERINGEN,100.0,100.0,100,93,3x25,3901,100.0,0,14
westland-infra,871687800090000015,KRUILIER,2291MJ,2291MJ,WATERINGEN,100.0,100.0,100,100,3x25,3579,100.0,0,16
westland-infra,871687800090000015,KRUILIER,2291MK,2291MK,WATERINGEN,94.44,100.0,100,83,3x25,6119,100.0,0,18
westland-infra,871687800090000015,PENBALK,2291ML,2291MN,WATERINGEN,95.0,100.0,100,100,3x25,4937,100.0,0,20
westland-infra,871687800090000015,MOERBALK,2291MP,2291MP,WATERINGEN,100.0,100.0,100,100,3x25,4668,100.0,0,12
westland-infra,871687800090000015,BONTELRAD,2291MR,2291MS,WATERINGEN,96.0,100.0,100,96,3x25,3888,96.0,0,25
westland-infra,871687800090000015,TEMPELBALK,2291MT,2291MV,WATERINGEN,88.89,100.0,100,100,3x25,4156,100.0,0,18
westland-infra,871687800090000015,ZWARTVEEN,2291NB,2291ND,WATERINGEN,97.92,100.0,100,94,3x25,5189,97.92,0,48
westland-infra,871687800090000015,LAAGVEEN,2291NE,2291NG,WATERINGEN,96.88,100.0,100,100,3x25,4246,100.0,0,32
westland-infra,871687800090000015,HOOGVEEN,2291NH,2291NJ,WATERINGEN,94.12,100.0,100,88,3x25,4535,100.0,0,34
westland-infra,871687800090000015,MOSVEEN,2291NK,2291NK,WATERINGEN,100.0,100.0,100,97,3x25,3339,100.0,0,38
westland-infra,871687800090000015,MOSVEEN,2291NL,2291NL,WATERINGEN,90.91,100.0,100,91,3x25,3523,100.0,0,11
westland-infra,871687800090000015,RANDVEEN,2291NM,2291NM,WATERINGEN,92.86,100.0,100,93,3x25,5000,100.0,0,28
westland-infra,871687800090000015,WOUDVEEN,2291NN,2291NN,WATERINGEN,100.0,100.0,100,100,3x25,4202,100.0,0,10
westland-infra,871687800090000015,MOLENWEER,2291NP,2291NP,WATERINGEN,94.12,100.0,100,94,3x25,2445,100.0,0,34
westland-infra,871687800090000015,MOLENWEER,2291NR,2291NR,WATERINGEN,94.12,100.0,100,53,3x25,16046,100.0,0,17
westland-infra,871687800090000015,VEENLAND,2291NS,2291NT,WATERINGEN,100.0,100.0,100,84,3x25,7183,94.74,0,19
westland-infra,871687800090000015,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,100.0,100.0,100,64,3x25,13064,96.97,0,33
westland-infra,871687800090000015,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,100.0,97.14,100,83,3x25,8393,97.14,0,35
westland-infra,871687800090000015,SCHIPLUIDENSEWEG,2291PC,2291PC,WATERINGEN,90.0,100.0,100,50,3x25,23132,100.0,0,10
westland-infra,871687800090000015,DE LIERSEWEG,2291PD,2291PE,WATERINGEN,98.33,99.17,100,85,3x25,9015,97.5,0,120
westland-infra,871687800090000015,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,100.0,100.0,100,32,3x35,25575,100.0,0,19
westland-infra,871687800090000015,MAASLANDSEWEG,2291PH,2291PW,WATERINGEN,100.0,100.0,100,83,3x25,7400,100.0,0,29
westland-infra,871687800090000015,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,96.43,100.0,100,100,3x25,4810,100.0,0,28
westland-infra,871687800090000015,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,95.31,100.0,100,97,3x25,3410,100.0,0,64
westland-infra,871687800090000015,COLENSTRAAT,2291RA,2291RA,WATERINGEN,83.33,100.0,100,100,3x25,4990,100.0,0,12
westland-infra,871687800090000015,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,100.0,100.0,100,100,3x25,4932,100.0,0,16
westland-infra,871687800090000015,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,97.37,100.0,100,95,3x25,3305,100.0,0,38
westland-infra,871687800090000015,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,100.0,100.0,100,100,3x25,5958,100.0,0,10
westland-infra,871687800090000015,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,100.0,100.0,100,98,3x25,4823,100.0,0,43
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,100.0,100.0,100,100,3x25,4507,90.91,0,22
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,100.0,100.0,100,100,3x25,4573,100.0,0,20
westland-infra,871687800090000015,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,100.0,100.0,100,95,3x25,4026,98.7,0,77
westland-infra,871687800090000015,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,97.67,100.0,100,95,3x25,3247,100.0,0,43
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,81.82,100.0,100,86,3x25,2710,100.0,0,22
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,97.96,100.0,100,98,3x25,4387,100.0,0,49
westland-infra,871687800090000015,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,92.59,100.0,100,93,3x25,4648,100.0,0,27
westland-infra,871687800090000015,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,95.12,100.0,100,98,3x25,3556,100.0,0,41
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,100.0,100.0,100,92,3x25,3090,100.0,0,62
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,100.0,100.0,100,100,3x25,4095,100.0,0,27
westland-infra,871687800090000015,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,97.44,100.0,100,92,3x25,3290,100.0,0,39
westland-infra,871687800090000015,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,90.48,100.0,100,95,3x25,4517,100.0,0,21
westland-infra,871687800090000015,VLIETHOF,2291RX,2291RX,WATERINGEN,100.0,100.0,100,79,3x25,9154,91.67,0,24
westland-infra,871687800090000015,VLIETHOF,2291RZ,2291RZ,WATERINGEN,100.0,100.0,100,87,3x25,5508,100.0,0,55
westland-infra,871687800090000015,BOVENDIJK,2291SB,2291SB,WATERINGEN,67.86,100.0,100,71,3x25,5782,100.0,0,28
westland-infra,871687800090000015,BOVENDIJK,2291SC,2291SE,WATERINGEN,100.0,100.0,100,94,3x25,3596,100.0,0,18
westland-infra,871687800090000015,GAELSTRAAT,2291SG,2291SH,WATERINGEN,94.12,100.0,100,94,3x25,3999,100.0,0,17
westland-infra,871687800090000015,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,94.44,100.0,100,94,3x25,3054,100.0,0,18
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,100.0,100.0,100,82,1x35,5142,94.12,0,17
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,100.0,100.0,100,71,3x25,5031,92.86,0,14
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,100.0,100.0,100,52,3x25,3439,96.97,0,33
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,100.0,100.0,100,89,3x25,3571,94.44,0,18
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,100.0,100.0,100,96,3x25,4131,100.0,0,23
westland-infra,871687800090000015,CISTERCIENSERSTRAAT,2291SV,2291SX,WATERINGEN,100.0,100.0,100,75,3x25,7152,91.67,0,24
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,100.0,100.0,100,50,3x25,9925,100.0,0,12
westland-infra,871687800090000015,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,100.0,100.0,100,94,3x25,2370,93.75,0,16
westland-infra,871687800090000015,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,100.0,100.0,100,85,3x25,2851,100.0,0,13
westland-infra,871687800090000015,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,100.0,100.0,100,100,3x25,2998,58.33,0,12
westland-infra,871687800090000015,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,100.0,100.0,100,83,3x25,2641,75.0,0,12
westland-infra,871687800090000015,IRENESTRAAT,2291TG,2291TG,WATERINGEN,100.0,100.0,100,86,3x25,2641,59.09,0,22
westland-infra,871687800090000015,IRENESTRAAT,2291TH,2291TH,WATERINGEN,100.0,100.0,100,82,3x25,2355,47.06,0,17
westland-infra,871687800090000015,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,92.86,100.0,100,93,3x25,4187,78.57,0,14
westland-infra,871687800090000015,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,100.0,100.0,100,93,3x25,3543,100.0,0,14
westland-infra,871687800090000015,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,93.33,100.0,100,67,3x25,8054,100.0,0,15
westland-infra,871687800090000015,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,100.0,100.0,100,79,3x25,4713,100.0,0,14
westland-infra,871687800090000015,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,100.0,100.0,100,97,3x25,3204,71.88,0,32
westland-infra,871687800090000015,JULIANASTRAAT,2291TP,2291TP,WATERINGEN,94.74,100.0,100,89,3x25,4212,89.47,0,19
westland-infra,871687800090000015,JULIANASTRAAT,2291TR,2291TR,WATERINGEN,100.0,100.0,100,91,3x25,2696,86.96,0,23
westland-infra,871687800090000015,JULIANASTRAAT,2291TS,2291TS,WATERINGEN,100.0,100.0,100,75,3x25,3376,83.33,0,12
westland-infra,871687800090000015,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,100.0,100.0,100,94,3x25,2708,50.0,0,18
westland-infra,871687800090000015,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,100.0,100.0,100,75,3x25,3801,43.75,0,16
westland-infra,871687800090000015,EMMASTRAAT,2291TW,2291TW,WATERINGEN,100.0,100.0,100,100,3x25,2623,81.82,0,11
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TX,2291TX,WATERINGEN,100.0,100.0,100,100,3x25,3706,100.0,0,29
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,100.0,100.0,100,91,3x25,2125,34.78,0,23
westland-infra,871687800090000015,LENTEBLOK,2291VA,2291VA,WATERINGEN,100.0,100.0,100,91,3x25,3547,100.0,0,33
westland-infra,871687800090000015,LENTEBLOK,2291VB,2291VB,WATERINGEN,100.0,100.0,100,97,3x25,3426,96.88,0,32
westland-infra,871687800090000015,LENTEBLOK,2291VC,2291VC,WATERINGEN,100.0,100.0,100,94,3x25,3257,100.0,0,34
westland-infra,871687800090000015,LENTEBLOK,2291VD,2291VD,WATERINGEN,100.0,100.0,100,100,3x25,3045,100.0,0,17
westland-infra,871687800090000015,LENTEBLOK,2291VE,2291VE,WATERINGEN,100.0,100.0,100,100,3x25,3312,100.0,0,17
westland-infra,871687800090000015,GULDELAND,2291VG,2291VG,WATERINGEN,100.0,100.0,100,85,3x25,6446,100.0,0,13
westland-infra,871687800090000015,GULDELAND,2291VH,2291VH,WATERINGEN,95.0,100.0,100,95,3x25,4283,100.0,0,20
westland-infra,871687800090000015,GULDELAND,2291VJ,2291VJ,WATERINGEN,100.0,100.0,100,95,3x25,3284,100.0,0,20
westland-infra,871687800090000015,GULDELAND,2291VK,2291VK,WATERINGEN,100.0,100.0,100,89,3x25,2915,100.0,0,19
westland-infra,871687800090000015,GULDELAND,2291VL,2291VL,WATERINGEN,90.0,100.0,100,90,3x25,4510,100.0,0,10
westland-infra,871687800090000015,LIESVELD,2291VM,2291VM,WATERINGEN,100.0,100.0,100,93,3x25,4077,100.0,0,14
