net_manager,purchase_area,street,zipcode_from,zipcode_to,city,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc,num_connections
westland-infra,871687800090000015,DORPSKADE,2291HN,2291HN,WATERINGEN,100.0,100.0,100,40,3x25,10578,100.0,50.0,10
westland-infra,871687800090000015,DORPSKADE,2291HP,2291HS,WATERINGEN,100.0,100.0,100,54,1x35,8113,100.0,65.85,41
westland-infra,871687800090000015,DORPSKADE,2291HT,2291HZ,WATERINGEN,83.33,100.0,100,67,3x25,8643,90.0,80.0,30
westland-infra,871687800090000015,DE FRANKENTHALER,2291JA,2291JA,WATERINGEN,100.0,100.0,100,84,1x35,2623,100.0,96.0,25
westland-infra,871687800090000015,DE FRANKENTHALER,2291JB,2291JB,WATERINGEN,100.0,100.0,100,100,1x35,3378,100.0,100.0,15
westland-infra,871687800090000015,DE FRANKENTHALER,2291JC,2291JC,WATERINGEN,93.75,100.0,100,100,1x35,3469,100.0,100.0,16
westland-infra,871687800090000015,DE FRANKENTHALER,2291JD,2291JD,WATERINGEN,90.91,100.0,100,64,1x35,2615,90.91,72.73,11
westland-infra,871687800090000015,DE FRANKENTHALER,2291JE,2291JE,WATERINGEN,100.0,100.0,100,50,1x35,3419,100.0,83.33,12
westland-infra,871687800090000015,DE MUSCAAT,2291JG,2291JG,WATERINGEN,100.0,100.0,100,100,1x35,3186,100.0,100.0,14
westland-infra,871687800090000015,DE MUSCAAT,2291JH,2291JH,WATERINGEN,100.0,100.0,100,100,1x35,2893,94.12,94.12,17
westland-infra,871687800090000015,DE MUSCAAT,2291JJ,2291JJ,WATERINGEN,100.0,100.0,100,100,1x35,3618,100.0,92.31,13
westland-infra,871687800090000015,DE COLMAN,2291JK,2291JK,WATERINGEN,87.5,100.0,100,75,1x35,3508,100.0,93.75,16
westland-infra,871687800090000015,DE COLMAN,2291JL,2291JL,WATERINGEN,84.62,100.0,100,77,1x35,3226,92.31,100.0,13
westland-infra,871687800090000015,DE COLMAN,2291JM,2291JM,WATERINGEN,93.75,100.0,100,50,1x35,4130,100.0,87.5,16
westland-infra,871687800090000015,DE COLMAN,2291JN,2291JN,WATERINGEN,90.48,100.0,100,81,1x35,3121,100.0,85.71,21
westland-infra,871687800090000015,DE COLMAN,2291JP,2291JP,WATERINGEN,93.75,100.0,100,88,1x35,3080,100.0,93.75,16
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JR,2291JR,WATERINGEN,94.44,100.0,100,89,1x35,3623,100.0,94.44,18
westland-infra,871687800090000015,DE BLAUWE ALICANTE,2291JS,2291JS,WATERINGEN,100.0,100.0,100,75,1x35,3531,100.0,83.33,12
westland-infra,871687800090000015,DE WITTE EMILE,2291JT,2291JT,WATERINGEN,94.44,100.0,100,78,1x35,3702,100.0,100.0,18
westland-infra,871687800090000015,DE WITTE EMILE,2291JV,2291JV,WATERINGEN,100.0,100.0,100,80,1x35,3435,100.0,90.0,10
westland-infra,871687800090000015,DE MAROC,2291JW,2291JW,WATERINGEN,100.0,100.0,100,79,1x35,3922,92.86,78.57,14
westland-infra,871687800090000015,DE MAROC,2291JX,2291JX,WATERINGEN,100.0,100.0,100,71,1x35,3976,100.0,100.0,17
westland-infra,871687800090000015,DE MAROC,2291JZ,2291JZ,WATERINGEN,100.0,100.0,100,91,1x35,3470,100.0,100.0,11
westland-infra,871687800090000015,WITTE VAN DER LAAN,2291KA,2291KA,WATERINGEN,100.0,100.0,100,77,1x35,2052,100.0,76.92,26
westland-infra,871687800090000015,BINNENROEDE,2291KB,2291KB,WATERINGEN,78.57,100.0,100,93,1x35,2805,100.0,92.86,14
westland-infra,871687800090000015,BUITENROEDE,2291KC,2291KD,WATERINGEN,88.89,100.0,100,89,1x35,3368,94.44,88.89,18
westland-infra,871687800090000015,WIEK,2291KE,2291KE,WATERINGEN,90.0,100.0,100,60,1x35,4978,100.0,90.0,10
westland-infra,871687800090000015,WIEK,2291KG,2291KJ,WATERINGEN,88.89,100.0,100,85,1x35,3891,96.3,81.48,27
westland-infra,871687800090000015,WINDMOLEN,2291KK,2291KR,WATERINGEN,95.24,100.0,100,86,1x35,2740,100.0,85.71,42
westland-infra,871687800090000015,WINDMOLEN,2291KS,2291KS,WATERINGEN,94.44,100.0,100,50,1x35,2744,97.22,100.0,36
westland-infra,871687800090000015,WINDMOLEN,2291KT,2291KT,WATERINGEN,100.0,100.0,100,91,1x35,3242,100.0,90.91,22
westland-infra,871687800090000015,WINDMOLEN,2291KV,2291KV,WATERINGEN,100.0,100.0,100,94,1x35,2826,100.0,93.75,16
westland-infra,871687800090000015,WINDMOLEN,2291KW,2291KW,WATERINGEN,100.0,100.0,100,82,1x35,3395,100.0,90.91,11
westland-infra,871687800090000015,WINDMOLEN,2291KX,2291KX,WATERINGEN,92.86,100.0,100,86,1x35,2945,100.0,85.71,14
westland-infra,871687800090000015,LANGE SPRUIT,2291KZ,2291KZ,WATERINGEN,100.0,100.0,100,58,1x35,1989,95.83,50.0,24
westland-infra,871687800090000015,LANGE SPRUIT,2291LA,2291LA,WATERINGEN,100.0,100.0,100,82,1x35,2114,100.0,81.82,11
westland-infra,871687800090000015,LANGE SPRUIT,2291LB,2291LB,WATERINGEN,82.35,100.0,100,76,1x35,2824,100.0,100.0,17
westland-infra,871687800090000015,LANGE SPRUIT,2291LC,2291LC,WATERINGEN,100.0,100.0,100,65,1x35,5339,100.0,70.59,17
westland-infra,871687800090000015,KORTE SPRUIT,2291LD,2291LG,WATERINGEN,100.0,100.0,100,77,1x35,2590,100.0,80.0,35
westland-infra,871687800090000015,SPANTRING,2291LH,2291LH,WATERINGEN,86.67,100.0,100,80,1x35,2940,93.33,80.0,15
westland-infra,871687800090000015,SPANTRING,2291LJ,2291LJ,WATERINGEN,100.0,100.0,100,67,1x35,2568,95.24,66.67,21
westland-infra,871687800090000015,KANTSTIJL,2291LK,2291LK,WATERINGEN,100.0,100.0,100,89,1x35,2159,100.0,90.91,44
westland-infra,871687800090000015,LANGE SPRUIT,2291LZ,2291LZ,WATERINGEN,100.0,100.0,100,78,1x35,2287,92.59,74.07,27
westland-infra,871687800090000015,KONINGSSPIL,2291MA,2291MA,WATERINGEN,84.62,100.0,100,69,1x35,4058,100.0,76.92,13
westland-infra,871687800090000015,KONINGSSPIL,2291MB,2291MB,WATERINGEN,100.0,100.0,100,63,3x25,3559,100.0,95.83,24
westland-infra,871687800090000015,KORBEEL,2291MC,2291MC,WATERINGEN,95.0,100.0,100,90,1x35,3694,100.0,90.0,20
westland-infra,871687800090000015,KAAPSTANDER,2291MD,2291MD,WATERINGEN,100.0,100.0,100,95,1x35,3632,100.0,95.0,20
westland-infra,871687800090000015,KRUISBALK,2291ME,2291ME,WATERINGEN,88.89,100.0,100,89,1x35,4398,100.0,100.0,18
westland-infra,871687800090000015,BOOG,2291MG,2291MG,WATERINGEN,92.86,100.0,100,93,1x35,2956,100.0,100.0,14
westland-infra,871687800090000015,SCHEG,2291MH,2291MH,WATERINGEN,92.86,100.0,100,79,1x35,3410,100.0,78.57,14
westland-infra,871687800090000015,KRUILIER,2291MJ,2291MJ,WATERINGEN,100.0,100.0,100,81,1x35,3215,100.0,81.25,16
westland-infra,871687800090000015,KRUILIER,2291MK,2291MK,WATERINGEN,83.33,100.0,100,61,1x35,4710,100.0,83.33,18
westland-infra,871687800090000015,PENBALK,2291ML,2291MN,WATERINGEN,85.0,100.0,100,50,1x35,4045,100.0,95.0,20
westland-infra,871687800090000015,MOERBALK,2291MP,2291MP,WATERINGEN,83.33,100.0,100,83,1x35,3551,100.0,100.0,12
westland-infra,871687800090000015,BONTELRAD,2291MR,2291MS,WATERINGEN,88.0,100.0,100,60,1x35,3747,100.0,80.0,25
westland-infra,871687800090000015,TEMPELBALK,2291MT,2291MV,WATERINGEN,88.89,100.0,100,67,1x35,3384,100.0,83.33,18
westland-infra,871687800090000015,ZWARTVEEN,2291NB,2291ND,WATERINGEN,93.75,100.0,100,56,1x35,4005,97.92,87.5,48
westland-infra,871687800090000015,LAAGVEEN,2291NE,2291NG,WATERINGEN,90.63,100.0,100,69,1x35,3503,100.0,75.0,32
westland-infra,871687800090000015,HOOGVEEN,2291NH,2291NJ,WATERINGEN,88.57,100.0,100,74,1x35,3408,100.0,88.57,35
westland-infra,871687800090000015,MOSVEEN,2291NK,2291NK,WATERINGEN,97.37,100.0,100,84,1x35,2791,100.0,92.11,38
westland-infra,871687800090000015,MOSVEEN,2291NL,2291NL,WATERINGEN,72.73,100.0,100,91,1x35,3056,100.0,90.91,11
westland-infra,871687800090000015,RANDVEEN,2291NM,2291NM,WATERINGEN,82.14,100.0,100,71,1x35,3662,100.0,78.57,28
westland-infra,871687800090000015,WOUDVEEN,2291NN,2291NN,WATERINGEN,100.0,100.0,100,80,1x35,3883,100.0,90.0,10
westland-infra,871687800090000015,MOLENWEER,2291NP,2291NP,WATERINGEN,94.12,100.0,100,76,1x35,1951,100.0,76.47,34
westland-infra,871687800090000015,MOLENWEER,2291NR,2291NR,WATERINGEN,85.0,100.0,100,40,3x25,16525,100.0,90.0,20
westland-infra,871687800090000015,VEENLAND,2291NS,2291NS,WATERINGEN,90.91,100.0,100,73,3x25,4984,100.0,72.73,11
westland-infra,871687800090000015,VEENBES,2291NT,2291NT,WATERINGEN,80.0,100.0,100,50,1x35,14248,100.0,80.0,10
westland-infra,871687800090000015,NAALDWIJKSEWEG,2291PA,2291PA,WATERINGEN,98.61,98.61,100,82,3x25,7125,98.61,75.0,72
westland-infra,871687800090000015,MONSTERSEWEG,2291PB,2291PB,WATERINGEN,100.0,100.0,100,83,3x25,7221,100.0,52.78,36
westland-infra,871687800090000015,SCHIPLUIDENSEWEG,2291PC,2291PC,WATERINGEN,90.0,100.0,100,50,3x25,10995,100.0,70.0,10
westland-infra,871687800090000015,DE LIERSEWEG,2291PD,2291PE,WATERINGEN,95.74,99.29,100,79,3x25,9878,81.56,60.28,141
westland-infra,871687800090000015,WESTLANDSEWEG,2291PG,2291PG,WATERINGEN,100.0,100.0,100,30,3x25,20203,100.0,65.0,20
westland-infra,871687800090000015,MAASLANDSEWEG,2291PH,2291PJ,WATERINGEN,94.12,100.0,100,53,3x35,12827,88.24,58.82,17
westland-infra,871687800090000015,VAN NASSAUSTRAAT,2291PW,2291PW,WATERINGEN,91.67,100.0,100,88,1x35,3528,100.0,87.5,24
westland-infra,871687800090000015,VD DOES DE WILLEBOISSTR,2291PX,2291PX,WATERINGEN,89.29,100.0,100,86,1x35,3798,100.0,92.86,28
westland-infra,871687800090000015,MURRAIJSTRAAT,2291PZ,2291PZ,WATERINGEN,95.31,100.0,100,69,1x35,2925,100.0,84.38,64
westland-infra,871687800090000015,COLENSTRAAT,2291RA,2291RA,WATERINGEN,76.92,100.0,100,69,3x25,4280,100.0,84.62,13
westland-infra,871687800090000015,VAN CATSHUYSENSTRAAT,2291RB,2291RB,WATERINGEN,100.0,100.0,100,50,1x35,4807,100.0,93.75,16
westland-infra,871687800090000015,VAN AREMBERGLAAN,2291RC,2291RC,WATERINGEN,92.11,100.0,100,82,1x35,2758,100.0,84.21,38
westland-infra,871687800090000015,VAN DER MEERSTRAAT,2291RD,2291RD,WATERINGEN,100.0,100.0,100,60,1x35,4745,100.0,100.0,10
westland-infra,871687800090000015,VAN DE KERCKHOVESTRAAT,2291RE,2291RE,WATERINGEN,95.35,100.0,100,79,1x35,3880,100.0,86.05,43
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RG,2291RG,WATERINGEN,95.45,100.0,100,77,1x35,3581,100.0,100.0,22
westland-infra,871687800090000015,VAN DOORNICKSINGEL,2291RH,2291RH,WATERINGEN,90.0,100.0,100,65,1x35,3614,100.0,90.0,20
westland-infra,871687800090000015,VAN GOCHSTRAAT,2291RJ,2291RJ,WATERINGEN,100.0,100.0,100,88,1x35,3522,100.0,89.61,77
westland-infra,871687800090000015,ROELSPLANTSOEN,2291RK,2291RK,WATERINGEN,95.35,100.0,100,65,1x35,2725,100.0,65.12,43
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RL,2291RL,WATERINGEN,73.91,100.0,100,83,1x35,2758,100.0,95.65,23
westland-infra,871687800090000015,MEYNERTZHAGENSTRAAT,2291RM,2291RN,WATERINGEN,91.84,100.0,100,78,1x35,3983,100.0,83.67,49
westland-infra,871687800090000015,DE VROOMSTRAAT,2291RP,2291RP,WATERINGEN,81.48,100.0,100,89,1x35,3749,100.0,96.3,27
westland-infra,871687800090000015,MOMMASTRAAT,2291RR,2291RR,WATERINGEN,90.24,100.0,100,93,1x35,2878,100.0,95.12,41
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RS,2291RS,WATERINGEN,95.16,100.0,100,82,1x35,2790,100.0,88.71,62
westland-infra,871687800090000015,VAN EGMONDLAAN,2291RT,2291RT,WATERINGEN,92.59,100.0,100,81,1x35,3632,100.0,85.19,27
westland-infra,871687800090000015,DUIJVESTEIJNSTRAAT,2291RV,2291RV,WATERINGEN,97.44,100.0,100,87,1x35,2753,100.0,92.31,39
westland-infra,871687800090000015,STRUYCK VAN BERGENSTRAAT,2291RW,2291RW,WATERINGEN,86.96,100.0,100,78,1x35,3285,100.0,95.65,23
westland-infra,871687800090000015,VLIETHOF,2291RX,2291RX,WATERINGEN,100.0,100.0,100,64,1x35,6999,96.0,72.0,25
westland-infra,871687800090000015,VLIETHOF,2291RZ,2291RZ,WATERINGEN,100.0,100.0,100,74,1x35,4406,98.15,75.93,54
westland-infra,871687800090000015,BOVENDIJK,2291SB,2291SB,WATERINGEN,62.07,100.0,100,55,1x35,4679,100.0,86.21,29
westland-infra,871687800090000015,BOVENDIJK,2291SC,2291SE,WATERINGEN,94.44,100.0,100,67,1x35,3477,100.0,77.78,18
westland-infra,871687800090000015,GAELSTRAAT,2291SG,2291SH,WATERINGEN,88.24,100.0,100,76,1x35,2955,100.0,88.24,17
westland-infra,871687800090000015,GAELSTRAAT,2291SJ,2291SJ,WATERINGEN,94.74,100.0,100,58,1x35,2807,100.0,84.21,19
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SK,2291SK,WATERINGEN,100.0,100.0,100,94,1x35,2842,100.0,87.5,16
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SL,2291SL,WATERINGEN,92.86,100.0,100,64,1x35,3981,85.71,85.71,14
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SM,2291SP,WATERINGEN,100.0,100.0,100,85,1x35,2945,100.0,79.41,34
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291SR,2291SR,WATERINGEN,100.0,100.0,100,89,1x35,3253,100.0,100.0,18
westland-infra,871687800090000015,HARRY HOEKSTRAAT,2291ST,2291ST,WATERINGEN,90.91,100.0,100,73,1x35,3225,100.0,95.45,22
westland-infra,871687800090000015,CISTERCIENSERSTRAAT,2291SV,2291SW,WATERINGEN,100.0,100.0,100,63,3x25,3649,100.0,96.88,32
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SX,2291SX,WATERINGEN,100.0,100.0,100,71,1x35,4530,88.24,70.59,17
westland-infra,871687800090000015,DR SCHAEPMANSTRAAT,2291SZ,2291SZ,WATERINGEN,100.0,100.0,100,54,1x35,8008,92.31,53.85,13
westland-infra,871687800090000015,DR KUYPERSTRAAT,2291TA,2291TB,WATERINGEN,100.0,100.0,100,88,1x35,2235,93.75,87.5,16
westland-infra,871687800090000015,DR ARIENSSTRAAT,2291TC,2291TC,WATERINGEN,100.0,100.0,100,100,1x35,2504,100.0,92.31,13
westland-infra,871687800090000015,DR POELSSTRAAT,2291TD,2291TD,WATERINGEN,100.0,100.0,100,64,1x35,2216,72.73,63.64,11
westland-infra,871687800090000015,DR POELSSTRAAT,2291TE,2291TE,WATERINGEN,100.0,100.0,100,83,1x35,1963,75.0,91.67,12
westland-infra,871687800090000015,IRENESTRAAT,2291TG,2291TG,WATERINGEN,100.0,100.0,100,59,1x35,1906,72.73,68.18,22
westland-infra,871687800090000015,IRENESTRAAT,2291TH,2291TH,WATERINGEN,100.0,100.0,100,82,1x35,2477,100.0,100.0,17
westland-infra,871687800090000015,MARGRIETSTRAAT,2291TJ,2291TJ,WATERINGEN,92.86,100.0,100,64,1x35,3309,92.86,85.71,14
westland-infra,871687800090000015,MARIJKESTRAAT,2291TK,2291TK,WATERINGEN,100.0,100.0,100,71,1x35,3208,100.0,85.71,14
westland-infra,871687800090000015,WILLEM III STRAAT,2291TL,2291TL,WATERINGEN,86.67,100.0,100,53,1x35,5561,93.33,80.0,15
westland-infra,871687800090000015,WILLEM III STRAAT,2291TM,2291TM,WATERINGEN,100.0,100.0,100,64,1x35,4011,92.86,85.71,14
westland-infra,871687800090000015,WILLEM III STRAAT,2291TN,2291TN,WATERINGEN,96.77,100.0,100,71,1x35,2940,90.32,80.65,31
westland-infra,871687800090000015,JULIANASTRAAT,2291TP,2291TP,WATERINGEN,92.0,100.0,100,80,1x35,4223,96.0,84.0,25
westland-infra,871687800090000015,JULIANASTRAAT,2291TS,2291TS,WATERINGEN,100.0,100.0,100,100,1x35,1845,100.0,100.0,10
westland-infra,871687800090000015,JULIANASTRAAT,2291TT,2291TT,WATERINGEN,100.0,100.0,100,100,1x35,1917,100.0,100.0,16
westland-infra,871687800090000015,BEATRIXSTRAAT,2291TV,2291TV,WATERINGEN,100.0,100.0,100,95,3x25,2942,100.0,100.0,22
westland-infra,871687800090000015,EMMASTRAAT,2291TW,2291TW,WATERINGEN,100.0,100.0,100,50,1x35,3449,100.0,100.0,12
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TX,2291TX,WATERINGEN,93.1,100.0,100,83,1x35,3040,100.0,82.76,29
westland-infra,871687800090000015,WILHELMINASTRAAT,2291TZ,2291TZ,WATERINGEN,100.0,100.0,100,50,1x35,2811,95.45,95.45,22
